Date,ABC
2003-05-23,14.7625
2003-05-27,14.945
2003-05-28,15.07
2003-05-29,15.2925
2003-05-30,15.6725
2003-06-02,15.665
2003-06-03,15.64
2003-06-04,15.94
2003-06-05,16.72
2003-06-06,17.26
2003-06-09,16.635
2003-06-10,16.73
2003-06-11,16.8875
2003-06-12,16.8975
2003-06-13,16.5625
2003-06-16,17.225
2003-06-17,17.435
2003-06-18,17.185
2003-06-19,16.975
2003-06-20,17.53
2003-06-23,17.08
2003-06-24,16.9575
2003-06-25,17.1725
2003-06-26,17.5
2003-06-27,17.4225
2003-06-30,17.3375
2003-07-01,17.5325
2003-07-02,17.81
2003-07-03,17.7975
2003-07-07,18.325
2003-07-08,18.0475
2003-07-09,17.765
2003-07-10,17.255
2003-07-11,17.355
2003-07-14,17.3625
2003-07-15,17.45
2003-07-16,17.295
2003-07-17,17.125
2003-07-18,17.1875
2003-07-21,16.8875
2003-07-22,16.675
2003-07-23,16.745
2003-07-24,16.1
2003-07-25,16.045
2003-07-28,16.2
2003-07-29,16.425
2003-07-30,16.51
2003-07-31,15.7725
2003-08-01,15.575
2003-08-04,15.35
2003-08-05,14.995
2003-08-06,14.55
2003-08-07,15.23
2003-08-08,15.11
2003-08-11,15.1
2003-08-12,15.355
2003-08-13,15.375
2003-08-14,15.4325
2003-08-15,15.4475
2003-08-18,15.3175
2003-08-19,15.2275
2003-08-20,15.0
2003-08-21,15.035
2003-08-22,14.8275
2003-08-25,14.675
2003-08-26,14.4125
2003-08-27,14.05
2003-08-28,14.505
2003-08-29,14.5525
2003-09-02,14.6725
2003-09-03,14.205
2003-09-04,14.1375
2003-09-05,13.71
2003-09-08,14.18
2003-09-09,14.28
2003-09-10,14.5125
2003-09-11,14.52
2003-09-12,14.695
2003-09-15,14.59
2003-09-16,14.3675
2003-09-17,14.275
2003-09-18,14.1625
2003-09-19,13.7075
2003-09-22,13.4875
2003-09-23,13.655
2003-09-24,13.4975
2003-09-25,13.375
2003-09-26,13.395
2003-09-29,13.425
2003-09-30,13.5125
2003-10-01,13.75
2003-10-02,14.0775
2003-10-03,14.1375
2003-10-06,13.925
2003-10-07,13.8625
2003-10-08,14.015
2003-10-09,14.2275
2003-10-10,13.9975
2003-10-13,14.115
2003-10-14,14.29
2003-10-15,14.2375
2003-10-16,14.275
2003-10-17,14.31
2003-10-20,14.25
2003-10-21,14.61
2003-10-22,14.2775
2003-10-23,14.6975
2003-10-24,14.2525
2003-10-27,14.3325
2003-10-28,14.37
2003-10-29,14.3
2003-10-30,14.1825
2003-10-31,14.1925
2003-11-03,14.0025
2003-11-04,14.1
2003-11-05,15.18
2003-11-06,15.2375
2003-11-07,15.2675
2003-11-10,15.2475
2003-11-11,15.8025
2003-11-12,15.9225
2003-11-13,16.2375
2003-11-14,16.0475
2003-11-17,16.205
2003-11-18,15.9525
2003-11-19,16.24
2003-11-20,16.06
2003-11-21,15.7375
2003-11-24,15.95
2003-11-25,15.8975
2003-11-26,15.755
2003-11-28,15.8225
2003-12-01,16.2375
2003-12-02,16.4725
2003-12-03,16.25
2003-12-04,16.25
2003-12-05,16.25
2003-12-08,16.25
2003-12-09,15.9525
2003-12-10,15.725
2003-12-11,15.4125
2003-12-12,15.465
2003-12-15,15.8275
2003-12-16,15.75
2003-12-17,15.715
2003-12-18,15.905
2003-12-19,15.8825
2003-12-22,15.9525
2003-12-23,15.9375
2003-12-24,15.9525
2003-12-26,15.935
2003-12-29,15.8325
2003-12-30,15.875
2003-12-31,14.0375
2004-01-02,13.5
2004-01-05,13.9575
2004-01-06,13.9
2004-01-07,14.035
2004-01-08,13.9675
2004-01-09,13.905
2004-01-12,13.8125
2004-01-13,13.5375
2004-01-14,13.8125
2004-01-15,13.7
2004-01-16,13.8625
2004-01-20,13.865
2004-01-21,13.9425
2004-01-22,14.1
2004-01-23,14.0625
2004-01-26,14.035
2004-01-27,14.09
2004-01-28,13.9525
2004-01-29,13.87
2004-01-30,13.7625
2004-02-02,13.84
2004-02-03,13.9
2004-02-04,13.91
2004-02-05,13.7125
2004-02-06,13.8975
2004-02-09,14.0075
2004-02-10,14.1675
2004-02-11,14.25
2004-02-12,14.145
2004-02-13,14.1525
2004-02-17,14.25
2004-02-18,14.2275
2004-02-19,14.17
2004-02-20,14.225
2004-02-23,14.02
2004-02-24,14.1025
2004-02-25,14.3025
2004-02-26,14.445
2004-02-27,14.5075
2004-03-01,14.7225
2004-03-02,14.5725
2004-03-03,14.7525
2004-03-04,14.7875
2004-03-05,14.585
2004-03-08,14.3725
2004-03-09,14.215
2004-03-10,13.7375
2004-03-11,13.6725
2004-03-12,14.0525
2004-03-15,13.96
2004-03-16,13.7425
2004-03-17,13.7025
2004-03-18,13.74
2004-03-19,13.45
2004-03-22,13.3875
2004-03-23,13.235
2004-03-24,13.14
2004-03-25,13.2275
2004-03-26,13.375
2004-03-29,13.4325
2004-03-30,13.4125
2004-03-31,13.67
2004-04-01,13.55
2004-04-02,13.6975
2004-04-05,13.725
2004-04-06,13.7375
2004-04-07,13.6925
2004-04-08,13.665
2004-04-12,13.79
2004-04-13,13.68
2004-04-14,13.6
2004-04-15,13.7875
2004-04-16,13.8575
2004-04-19,13.995
2004-04-20,13.89
2004-04-21,14.295
2004-04-22,14.505
2004-04-23,14.5
2004-04-26,14.6125
2004-04-27,14.5825
2004-04-28,14.435
2004-04-29,14.265
2004-04-30,14.4725
2004-05-03,15.045
2004-05-04,15.3025
2004-05-05,15.26
2004-05-06,15.3275
2004-05-07,15.2225
2004-05-10,14.975
2004-05-11,15.0575
2004-05-12,14.775
2004-05-13,14.6875
2004-05-14,14.7425
2004-05-17,14.57
2004-05-18,14.5825
2004-05-19,14.6225
2004-05-20,14.4225
2004-05-21,14.485
2004-05-24,14.4875
2004-05-25,15.05
2004-05-26,15.0675
2004-05-27,15.025
2004-05-28,14.995
2004-06-01,15.2725
2004-06-02,15.265
2004-06-03,15.245
2004-06-04,15.41
2004-06-07,15.3975
2004-06-08,15.375
2004-06-09,15.19
2004-06-10,15.1725
2004-06-14,15.0625
2004-06-15,15.14
2004-06-16,15.035
2004-06-17,15.025
2004-06-18,14.9375
2004-06-21,14.8325
2004-06-22,14.7775
2004-06-23,14.825
2004-06-24,14.6425
2004-06-25,14.61
2004-06-28,14.59
2004-06-29,14.765
2004-06-30,14.945
2004-07-01,13.9325
2004-07-02,13.8875
2004-07-06,13.5
2004-07-07,13.455
2004-07-08,13.4175
2004-07-09,13.2725
2004-07-12,13.135
2004-07-13,13.35
2004-07-14,13.1975
2004-07-15,13.215
2004-07-16,13.225
2004-07-19,13.3175
2004-07-20,13.46
2004-07-21,13.1375
2004-07-22,13.71
2004-07-23,13.845
2004-07-26,13.71
2004-07-27,13.3575
2004-07-28,13.215
2004-07-29,13.4975
2004-07-30,13.515
2004-08-02,13.475
2004-08-03,13.4725
2004-08-04,13.5725
2004-08-05,13.3875
2004-08-06,13.2475
2004-08-09,13.1775
2004-08-10,13.2975
2004-08-11,13.3675
2004-08-12,13.25
2004-08-13,12.4775
2004-08-16,12.875
2004-08-17,12.9725
2004-08-18,13.0975
2004-08-19,13.125
2004-08-20,13.195
2004-08-23,13.3025
2004-08-24,13.255
2004-08-25,13.345
2004-08-26,13.4125
2004-08-27,13.5175
2004-08-30,13.515
2004-08-31,13.525
2004-09-01,13.7975
2004-09-02,14.1375
2004-09-03,14.0675
2004-09-07,14.145
2004-09-08,13.5675
2004-09-09,13.77
2004-09-10,13.625
2004-09-13,13.5125
2004-09-14,13.7475
2004-09-15,13.6875
2004-09-16,13.7825
2004-09-17,13.7625
2004-09-20,13.6325
2004-09-21,13.725
2004-09-22,13.545
2004-09-23,13.685
2004-09-24,13.73
2004-09-27,13.595
2004-09-28,13.6025
2004-09-29,13.55
2004-09-30,13.4275
2004-10-01,13.755
2004-10-04,13.5125
2004-10-05,13.38
2004-10-06,13.5275
2004-10-07,13.2925
2004-10-08,13.23
2004-10-11,13.265
2004-10-12,13.3175
2004-10-13,13.2325
2004-10-14,13.1975
2004-10-15,13.15
2004-10-18,13.25
2004-10-19,13.025
2004-10-20,12.7325
2004-10-21,12.6125
2004-10-22,12.9375
2004-10-25,12.79
2004-10-26,13.1225
2004-10-27,13.86
2004-10-28,13.75
2004-10-29,13.76
2004-11-01,13.65
2004-11-02,14.0475
2004-11-03,14.09
2004-11-04,14.125
2004-11-05,14.3825
2004-11-08,14.6525
2004-11-09,14.7325
2004-11-10,14.85
2004-11-11,14.7625
2004-11-12,14.75
2004-11-15,14.765
2004-11-16,14.59
2004-11-17,14.495
2004-11-18,14.535
2004-11-19,14.325
2004-11-22,14.445
2004-11-23,14.535
2004-11-24,14.46
2004-11-26,14.48
2004-11-29,14.5825
2004-11-30,14.735
2004-12-01,14.945
2004-12-02,14.895
2004-12-03,14.9575
2004-12-06,15.4025
2004-12-07,15.3375
2004-12-08,15.71
2004-12-09,15.9025
2004-12-10,15.92
2004-12-13,15.7925
2004-12-14,15.8275
2004-12-15,15.7625
2004-12-16,15.735
2004-12-17,15.4175
2004-12-20,15.495
2004-12-21,15.5025
2004-12-22,14.2725
2004-12-23,14.21
2004-12-27,14.145
2004-12-28,14.375
2004-12-29,14.5
2004-12-30,14.635
2004-12-31,14.67
2005-01-03,14.5375
2005-01-04,14.4225
2005-01-05,14.395
2005-01-06,14.5175
2005-01-07,14.475
2005-01-10,14.475
2005-01-11,14.51
2005-01-12,14.515
2005-01-13,14.275
2005-01-14,14.3175
2005-01-18,14.4875
2005-01-19,14.375
2005-01-20,14.5025
2005-01-21,14.2525
2005-01-24,14.3925
2005-01-25,14.13
2005-01-26,14.47
2005-01-27,14.365
2005-01-28,14.5925
2005-01-31,14.57
2005-02-01,14.74
2005-02-02,14.71
2005-02-03,14.995
2005-02-04,14.9
2005-02-07,14.8625
2005-02-08,15.0325
2005-02-09,14.78
2005-02-10,14.875
2005-02-11,15.085
2005-02-14,15.0525
2005-02-15,15.4275
2005-02-16,15.3075
2005-02-17,14.9225
2005-02-18,15.0
2005-02-22,14.7025
2005-02-23,14.7975
2005-02-24,15.0
2005-02-25,15.0
2005-02-28,14.975
2005-03-01,15.3775
2005-03-02,15.435
2005-03-03,15.5325
2005-03-04,15.6625
2005-03-07,15.6575
2005-03-08,15.695
2005-03-09,15.1275
2005-03-10,15.1025
2005-03-11,15.0775
2005-03-14,15.265
2005-03-15,15.0325
2005-03-16,14.905
2005-03-17,15.1975
2005-03-18,15.215
2005-03-21,15.2025
2005-03-22,15.1025
2005-03-23,15.3775
2005-03-24,15.2775
2005-03-28,13.5075
2005-03-29,13.5275
2005-03-30,13.95
2005-03-31,14.3225
2005-04-01,14.09
2005-04-04,14.4275
2005-04-05,14.735
2005-04-06,14.6475
2005-04-07,14.8
2005-04-08,14.4575
2005-04-11,14.62
2005-04-12,14.7525
2005-04-13,14.7
2005-04-14,14.9
2005-04-15,15.125
2005-04-18,14.83
2005-04-19,14.9525
2005-04-20,14.825
2005-04-21,14.9625
2005-04-22,15.0
2005-04-25,14.975
2005-04-26,14.9675
2005-04-27,15.0975
2005-04-28,15.0875
2005-04-29,15.32
2005-05-02,15.5125
2005-05-03,15.38
2005-05-04,15.51
2005-05-05,15.575
2005-05-06,15.7475
2005-05-09,15.9975
2005-05-10,15.9175
2005-05-11,15.895
2005-05-12,15.955
2005-05-13,15.98
2005-05-16,16.21
2005-05-17,16.46
2005-05-18,16.5725
2005-05-19,16.515
2005-05-20,16.4925
2005-05-23,16.5
2005-05-24,16.495
2005-05-25,16.4825
2005-05-26,16.3725
2005-05-27,16.255
2005-05-31,16.1425
2005-06-01,16.3
2005-06-02,16.37
2005-06-03,16.275
2005-06-06,16.3575
2005-06-07,16.27
2005-06-08,16.195
2005-06-09,16.0775
2005-06-10,16.14
2005-06-13,16.3925
2005-06-14,16.795
2005-06-15,16.8025
2005-06-16,17.005
2005-06-17,17.0425
2005-06-20,17.155
2005-06-21,16.9675
2005-06-22,16.8375
2005-06-23,16.7375
2005-06-24,16.7625
2005-06-27,16.7025
2005-06-28,17.005
2005-06-29,17.15
2005-06-30,17.2875
2005-07-01,17.3375
2005-07-05,17.3925
2005-07-06,17.3375
2005-07-07,17.5125
2005-07-08,17.7225
2005-07-11,17.64
2005-07-12,17.6025
2005-07-13,17.4975
2005-07-14,17.65
2005-07-15,17.705
2005-07-18,17.6725
2005-07-19,17.5125
2005-07-20,17.665
2005-07-21,17.725
2005-07-22,17.3275
2005-07-25,17.3
2005-07-26,17.5575
2005-07-27,17.6475
2005-07-28,17.9875
2005-07-29,17.9475
2005-08-01,17.89
2005-08-02,18.0125
2005-08-03,18.01
2005-08-04,17.9675
2005-08-05,18.0125
2005-08-08,18.135
2005-08-09,18.265
2005-08-10,18.0875
2005-08-11,18.36
2005-08-12,18.25
2005-08-15,18.2075
2005-08-16,18.1
2005-08-17,18.1775
2005-08-18,18.1675
2005-08-19,17.9725
2005-08-22,18.1675
2005-08-23,17.68
2005-08-24,17.585
2005-08-25,18.185
2005-08-26,18.1725
2005-08-29,18.5475
2005-08-30,18.71
2005-08-31,18.6675
2005-09-01,18.6375
2005-09-02,18.4575
2005-09-06,18.525
2005-09-07,18.75
2005-09-08,18.625
2005-09-09,18.7375
2005-09-12,18.81
2005-09-13,18.8475
2005-09-14,18.97
2005-09-15,19.6075
2005-09-16,19.555
2005-09-19,19.4025
2005-09-20,19.5
2005-09-21,19.51
2005-09-22,19.4
2005-09-23,19.275
2005-09-26,19.285
2005-09-27,19.275
2005-09-28,19.4
2005-09-29,19.305
2005-09-30,19.325
2005-10-03,19.39
2005-10-04,19.4675
2005-10-05,18.975
2005-10-06,18.975
2005-10-07,18.995
2005-10-10,18.7575
2005-10-11,18.6125
2005-10-12,18.69
2005-10-13,18.72
2005-10-14,18.7025
2005-10-17,18.88
2005-10-18,19.0425
2005-10-19,19.04
2005-10-20,18.84
2005-10-21,18.765
2005-10-24,18.95
2005-10-25,18.61
2005-10-26,18.3475
2005-10-27,18.36
2005-10-28,18.835
2005-10-31,19.0675
2005-11-01,18.95
2005-11-02,19.055
2005-11-03,19.2325
2005-11-04,19.125
2005-11-07,19.1475
2005-11-08,19.235
2005-11-09,19.2175
2005-11-10,19.2375
2005-11-11,19.245
2005-11-14,19.185
2005-11-15,19.2775
2005-11-16,19.325
2005-11-17,19.5
2005-11-18,19.5
2005-11-21,19.7375
2005-11-22,19.8125
2005-11-23,19.82
2005-11-25,19.8475
2005-11-28,19.8275
2005-11-29,20.125
2005-11-30,20.0875
2005-12-01,19.8525
2005-12-02,19.865
2005-12-05,20.25
2005-12-06,20.125
2005-12-07,20.1
2005-12-08,20.4275
2005-12-09,20.3575
2005-12-12,20.3575
2005-12-13,20.375
2005-12-14,20.355
2005-12-15,20.3125
2005-12-16,20.4825
2005-12-19,20.225
2005-12-20,20.3475
2005-12-21,20.3175
2005-12-22,20.4375
2005-12-23,20.45
2005-12-27,20.4225
2005-12-28,20.9425
2005-12-29,20.74
2005-12-30,20.7
2006-01-03,21.13
2006-01-04,20.99
2006-01-05,20.73
2006-01-06,20.5
2006-01-09,20.5
2006-01-10,20.505
2006-01-11,20.5
2006-01-12,20.66
2006-01-13,20.71
2006-01-17,20.455
2006-01-18,20.535
2006-01-19,20.48
2006-01-20,20.515
2006-01-23,20.49
2006-01-24,20.875
2006-01-25,21.44
2006-01-26,21.53
2006-01-27,22.04
2006-01-30,21.885
2006-01-31,21.82
2006-02-01,21.945
2006-02-02,21.865
2006-02-03,21.8
2006-02-06,21.745
2006-02-07,21.665
2006-02-08,21.725
2006-02-09,21.63
2006-02-10,21.83
2006-02-13,21.835
2006-02-14,21.775
2006-02-15,21.96
2006-02-16,22.205
2006-02-17,21.985
2006-02-21,22.215
2006-02-22,22.895
2006-02-23,23.03
2006-02-24,22.94
2006-02-27,23.365
2006-02-28,22.995
2006-03-01,23.0
2006-03-02,22.98
2006-03-03,22.75
2006-03-06,22.575
2006-03-07,22.79
2006-03-08,22.9
2006-03-09,23.0
2006-03-10,22.88
2006-03-13,23.075
2006-03-14,23.175
2006-03-15,23.495
2006-03-16,23.675
2006-03-17,23.855
2006-03-20,23.67
2006-03-21,23.66
2006-03-22,23.885
2006-03-23,23.545
2006-03-24,23.65
2006-03-27,23.48
2006-03-28,23.865
2006-03-29,23.98
2006-03-30,23.88
2006-03-31,24.135
2006-04-03,24.295
2006-04-04,23.98
2006-04-05,24.21
2006-04-06,23.655
2006-04-07,23.05
2006-04-10,23.335
2006-04-11,22.875
2006-04-12,23.315
2006-04-13,23.06
2006-04-17,23.4
2006-04-18,23.75
2006-04-19,23.745
2006-04-20,23.79
2006-04-21,23.445
2006-04-24,23.71
2006-04-25,23.25
2006-04-26,21.625
2006-04-27,21.64
2006-04-28,21.575
2006-05-01,21.74
2006-05-02,21.885
2006-05-03,21.955
2006-05-04,21.795
2006-05-05,21.96
2006-05-08,22.055
2006-05-09,22.095
2006-05-10,22.02
2006-05-11,22.08
2006-05-12,21.99
2006-05-15,22.115
2006-05-16,22.27
2006-05-17,21.915
2006-05-18,21.825
2006-05-19,21.725
2006-05-22,21.81
2006-05-23,21.875
2006-05-24,21.83
2006-05-25,22.35
2006-05-26,22.125
2006-05-30,21.62
2006-05-31,21.795
2006-06-01,21.92
2006-06-02,21.865
2006-06-05,21.49
2006-06-06,21.7
2006-06-07,21.62
2006-06-08,21.32
2006-06-09,20.895
2006-06-12,20.595
2006-06-13,20.375
2006-06-14,20.49
2006-06-15,20.815
2006-06-16,20.65
2006-06-19,20.54
2006-06-20,20.375
2006-06-21,20.59
2006-06-22,20.37
2006-06-23,20.485
2006-06-26,20.65
2006-06-27,20.43
2006-06-28,20.395
2006-06-29,20.66
2006-06-30,20.96
2006-07-03,20.9
2006-07-05,20.59
2006-07-06,20.98
2006-07-07,21.125
2006-07-10,20.945
2006-07-11,20.9
2006-07-12,20.86
2006-07-13,20.775
2006-07-14,20.845
2006-07-17,20.74
2006-07-18,20.595
2006-07-19,21.31
2006-07-20,20.95
2006-07-21,20.99
2006-07-24,21.755
2006-07-25,21.875
2006-07-26,21.52
2006-07-27,21.5
2006-07-28,21.5
2006-07-31,21.5
2006-08-01,21.505
2006-08-02,21.6
2006-08-03,21.665
2006-08-04,21.36
2006-08-07,21.59
2006-08-08,21.215
2006-08-09,21.455
2006-08-10,21.625
2006-08-11,21.655
2006-08-14,21.695
2006-08-15,21.75
2006-08-16,21.865
2006-08-17,21.79
2006-08-18,21.835
2006-08-21,21.845
2006-08-22,22.18
2006-08-23,22.04
2006-08-24,21.925
2006-08-25,21.86
2006-08-28,22.405
2006-08-29,22.305
2006-08-30,22.12
2006-08-31,22.08
2006-09-01,22.72
2006-09-05,22.575
2006-09-06,22.395
2006-09-07,22.355
2006-09-08,22.475
2006-09-11,22.59
2006-09-12,22.805
2006-09-13,23.085
2006-09-14,22.73
2006-09-15,23.205
2006-09-18,23.125
2006-09-19,23.095
2006-09-20,23.105
2006-09-21,22.115
2006-09-22,22.215
2006-09-25,22.435
2006-09-26,22.23
2006-09-27,22.295
2006-09-28,22.5
2006-09-29,22.6
2006-10-02,22.61
2006-10-03,22.63
2006-10-04,23.01
2006-10-05,23.365
2006-10-06,22.975
2006-10-09,23.0
2006-10-10,22.935
2006-10-11,22.995
2006-10-12,23.085
2006-10-13,23.075
2006-10-16,23.015
2006-10-17,23.105
2006-10-18,23.18
2006-10-19,23.25
2006-10-20,23.345
2006-10-23,23.695
2006-10-24,23.695
2006-10-25,23.25
2006-10-26,23.245
2006-10-27,23.365
2006-10-30,23.41
2006-10-31,23.6
2006-11-01,23.57
2006-11-02,23.14
2006-11-03,22.71
2006-11-06,22.9
2006-11-07,22.93
2006-11-08,22.83
2006-11-09,22.445
2006-11-10,22.565
2006-11-13,22.49
2006-11-14,23.17
2006-11-15,23.485
2006-11-16,23.685
2006-11-17,23.485
2006-11-20,23.125
2006-11-21,22.895
2006-11-22,22.925
2006-11-24,22.61
2006-11-27,22.47
2006-11-28,22.61
2006-11-29,22.71
2006-11-30,22.995
2006-12-01,22.865
2006-12-04,23.36
2006-12-05,23.27
2006-12-06,23.205
2006-12-07,23.185
2006-12-08,23.0
2006-12-11,23.04
2006-12-12,23.285
2006-12-13,23.65
2006-12-14,23.07
2006-12-15,23.215
2006-12-18,22.84
2006-12-19,22.69
2006-12-20,22.695
2006-12-21,22.565
2006-12-22,22.33
2006-12-26,22.24
2006-12-27,22.52
2006-12-28,22.52
2006-12-29,22.48
2007-01-03,23.055
2007-01-04,23.145
2007-01-05,22.865
2007-01-08,23.225
2007-01-09,23.15
2007-01-10,23.26
2007-01-11,23.63
2007-01-12,23.685
2007-01-16,23.83
2007-01-17,24.185
2007-01-18,24.045
2007-01-19,24.005
2007-01-22,23.765
2007-01-23,24.035
2007-01-24,25.98
2007-01-25,26.51
2007-01-26,26.415
2007-01-29,25.91
2007-01-30,26.17
2007-01-31,26.19
2007-02-01,26.185
2007-02-02,26.165
2007-02-05,26.25
2007-02-06,26.205
2007-02-07,26.255
2007-02-08,26.335
2007-02-09,26.755
2007-02-12,26.76
2007-02-13,27.05
2007-02-14,27.0
2007-02-15,27.66
2007-02-16,27.45
2007-02-20,27.53
2007-02-21,27.425
2007-02-22,27.42
2007-02-23,27.505
2007-02-26,27.01
2007-02-27,26.15
2007-02-28,26.3
2007-03-01,26.215
2007-03-02,25.84
2007-03-05,25.515
2007-03-06,26.23
2007-03-07,25.85
2007-03-08,26.33
2007-03-09,26.545
2007-03-12,26.22
2007-03-13,25.555
2007-03-14,25.94
2007-03-15,26.125
2007-03-16,25.93
2007-03-19,26.65
2007-03-20,26.405
2007-03-21,26.47
2007-03-22,26.64
2007-03-23,26.945
2007-03-26,26.91
2007-03-27,26.65
2007-03-28,26.73
2007-03-29,26.735
2007-03-30,26.375
2007-04-02,26.64
2007-04-03,26.985
2007-04-04,26.87
2007-04-05,27.005
2007-04-09,26.875
2007-04-10,26.945
2007-04-11,26.81
2007-04-12,26.875
2007-04-13,27.175
2007-04-16,27.34
2007-04-17,27.405
2007-04-18,27.425
2007-04-19,27.23
2007-04-20,27.38
2007-04-23,27.515
2007-04-24,28.18
2007-04-25,26.16
2007-04-26,25.395
2007-04-27,25.165
2007-04-30,24.995
2007-05-01,25.155
2007-05-02,25.575
2007-05-03,25.765
2007-05-04,25.66
2007-05-07,25.685
2007-05-08,25.75
2007-05-09,25.96
2007-05-10,25.68
2007-05-11,25.0
2007-05-14,25.62
2007-05-15,24.84
2007-05-16,25.52
2007-05-17,25.4
2007-05-18,25.66
2007-05-21,25.84
2007-05-22,25.65
2007-05-23,25.58
2007-05-24,25.325
2007-05-25,26.1
2007-05-29,26.17
2007-05-30,26.065
2007-05-31,25.61
2007-06-01,25.67
2007-06-04,25.665
2007-06-05,25.62
2007-06-06,25.515
2007-06-07,25.5
2007-06-08,25.6
2007-06-11,25.47
2007-06-12,25.49
2007-06-13,25.67
2007-06-14,25.55
2007-06-15,25.245
2007-06-18,25.21
2007-06-19,25.135
2007-06-20,24.925
2007-06-21,24.975
2007-06-22,24.7
2007-06-25,24.8
2007-06-26,24.725
2007-06-27,25.005
2007-06-28,24.825
2007-06-29,24.735
2007-07-02,24.915
2007-07-03,25.04
2007-07-05,24.91
2007-07-06,24.965
2007-07-09,24.755
2007-07-10,24.35
2007-07-11,24.48
2007-07-12,25.04
2007-07-13,25.08
2007-07-16,24.895
2007-07-17,25.12
2007-07-18,24.6
2007-07-19,24.565
2007-07-20,24.165
2007-07-23,24.525
2007-07-24,24.595
2007-07-25,24.8
2007-07-26,23.865
2007-07-27,23.165
2007-07-30,23.555
2007-07-31,23.555
2007-08-01,23.075
2007-08-02,22.955
2007-08-03,23.045
2007-08-06,23.835
2007-08-07,22.87
2007-08-08,22.56
2007-08-09,21.775
2007-08-10,22.78
2007-08-13,23.35
2007-08-14,22.835
2007-08-15,22.315
2007-08-16,22.2
2007-08-17,23.075
2007-08-20,23.04
2007-08-21,22.995
2007-08-22,23.48
2007-08-23,24.24
2007-08-24,23.87
2007-08-27,24.27
2007-08-28,23.575
2007-08-29,23.635
2007-08-30,23.585
2007-08-31,23.925
2007-09-04,23.81
2007-09-05,23.52
2007-09-06,23.535
2007-09-07,23.55
2007-09-10,23.225
2007-09-11,23.485
2007-09-12,23.005
2007-09-13,22.93
2007-09-14,22.325
2007-09-17,22.56
2007-09-18,23.0
2007-09-19,22.94
2007-09-20,22.795
2007-09-21,22.66
2007-09-24,22.305
2007-09-25,22.38
2007-09-26,22.62
2007-09-27,22.34
2007-09-28,22.665
2007-10-01,22.46
2007-10-02,22.695
2007-10-03,22.475
2007-10-04,22.29
2007-10-05,22.92
2007-10-08,22.71
2007-10-09,22.585
2007-10-10,23.05
2007-10-11,22.74
2007-10-12,22.725
2007-10-15,22.445
2007-10-16,22.325
2007-10-17,22.345
2007-10-18,22.32
2007-10-19,22.135
2007-10-22,21.96
2007-10-23,22.34
2007-10-24,22.205
2007-10-25,22.32
2007-10-26,22.27
2007-10-29,22.315
2007-10-30,22.31
2007-10-31,23.555
2007-11-01,22.595
2007-11-02,21.94
2007-11-05,21.725
2007-11-06,21.955
2007-11-07,21.6
2007-11-08,22.345
2007-11-09,21.86
2007-11-12,22.07
2007-11-13,22.3
2007-11-14,22.045
2007-11-15,22.185
2007-11-16,22.49
2007-11-19,21.845
2007-11-20,22.16
2007-11-21,21.76
2007-11-23,21.945
2007-11-26,21.815
2007-11-27,21.585
2007-11-28,22.215
2007-11-29,22.28
2007-11-30,22.685
