Date,CELG
2005-03-21,8.235
2005-03-22,8.2325
2005-03-23,8.2775
2005-03-24,8.2325
2005-03-28,8.0625
2005-03-29,8.0175
2005-03-30,8.3975
2005-03-31,8.5125
2005-04-01,8.44
2005-04-04,8.425
2005-04-05,8.5575
2005-04-06,8.7875
2005-04-07,9.3275
2005-04-08,9.105
2005-04-11,9.23
2005-04-12,9.4825
2005-04-13,9.24
2005-04-14,9.13
2005-04-15,9.2675
2005-04-18,9.235
2005-04-19,9.735
2005-04-20,9.59
2005-04-21,9.8775
2005-04-22,10.025
2005-04-25,9.9575
2005-04-26,9.9575
2005-04-27,9.9025
2005-04-28,9.5425
2005-04-29,9.4775
2005-05-02,9.56
2005-05-03,9.865
2005-05-04,9.675
2005-05-05,9.545
2005-05-06,9.3075
2005-05-09,9.525
2005-05-10,9.3875
2005-05-11,9.5575
2005-05-12,9.7325
2005-05-13,9.25
2005-05-16,9.6625
2005-05-17,9.765
2005-05-18,9.835
2005-05-19,9.815
2005-05-20,9.855
2005-05-23,9.79
2005-05-24,10.1
2005-05-25,10.0175
2005-05-26,10.235
2005-05-27,10.3
2005-05-31,10.585
2005-06-01,10.3625
2005-06-02,10.335
2005-06-03,10.0225
2005-06-06,9.995
2005-06-07,9.945
2005-06-08,9.87
2005-06-09,10.0
2005-06-10,9.9875
2005-06-13,9.9775
2005-06-14,9.975
2005-06-15,9.9275
2005-06-16,10.3225
2005-06-17,10.525
2005-06-20,10.5875
2005-06-21,10.2825
2005-06-22,9.88
2005-06-23,10.0
2005-06-24,10.1725
2005-06-27,10.105
2005-06-28,10.19
2005-06-29,10.1425
2005-06-30,10.175
2005-07-01,10.4475
2005-07-05,10.3025
2005-07-06,10.055
2005-07-07,10.1875
2005-07-08,10.605
2005-07-11,10.675
2005-07-12,10.675
2005-07-13,10.5725
2005-07-14,10.8
2005-07-15,11.8125
2005-07-18,11.4475
2005-07-19,11.43
2005-07-20,11.9725
2005-07-21,12.2
2005-07-22,12.04
2005-07-25,11.725
2005-07-26,11.8675
2005-07-27,11.8175
2005-07-28,12.06
2005-07-29,11.9625
2005-08-01,11.9775
2005-08-02,12.1825
2005-08-03,12.1025
2005-08-04,11.9725
2005-08-05,11.8775
2005-08-08,11.52
2005-08-09,11.7375
2005-08-10,11.6775
2005-08-11,11.825
2005-08-12,11.735
2005-08-15,11.89
2005-08-16,11.6825
2005-08-17,11.6275
2005-08-18,11.4875
2005-08-19,11.49
2005-08-22,11.7825
2005-08-23,11.875
2005-08-24,11.9125
2005-08-25,12.1025
2005-08-26,12.22
2005-08-29,12.225
2005-08-30,12.1
2005-08-31,12.5475
2005-09-01,12.7525
2005-09-02,12.8375
2005-09-06,13.31
2005-09-07,13.175
2005-09-08,12.775
2005-09-09,12.66
2005-09-12,13.92
2005-09-13,13.2275
2005-09-14,13.6925
2005-09-15,14.25
2005-09-16,13.88
2005-09-19,13.895
2005-09-20,13.8175
2005-09-21,13.495
2005-09-22,13.525
2005-09-23,13.25
2005-09-26,13.42
2005-09-27,13.5275
2005-09-28,13.2125
2005-09-29,13.4
2005-09-30,13.58
2005-10-03,13.645
2005-10-04,13.3675
2005-10-05,12.8775
2005-10-06,12.295
2005-10-07,12.38
2005-10-10,12.09
2005-10-11,11.885
2005-10-12,11.4775
2005-10-13,11.9025
2005-10-14,12.925
2005-10-17,12.795
2005-10-18,12.73
2005-10-19,13.1125
2005-10-20,12.7
2005-10-21,12.91
2005-10-24,13.36
2005-10-25,13.3825
2005-10-26,13.45
2005-10-27,13.24
2005-10-28,13.455
2005-10-31,14.025
2005-11-01,14.15
2005-11-02,14.4225
2005-11-03,14.7125
2005-11-04,14.9225
2005-11-07,14.8625
2005-11-08,14.8575
2005-11-09,14.795
2005-11-10,14.57
2005-11-11,14.725
2005-11-14,14.975
2005-11-15,14.9925
2005-11-16,15.0875
2005-11-17,15.3225
2005-11-18,15.4375
2005-11-21,15.4825
2005-11-22,15.7375
2005-11-23,15.695
2005-11-25,15.6075
2005-11-28,15.1925
2005-11-29,15.0375
2005-11-30,15.23
2005-12-01,15.25
2005-12-02,15.0
2005-12-05,15.1325
2005-12-06,15.3175
2005-12-07,15.175
2005-12-08,15.165
2005-12-09,15.335
2005-12-12,15.225
2005-12-13,15.195
2005-12-14,14.84
2005-12-15,14.91
2005-12-16,14.5475
2005-12-19,14.27
2005-12-20,14.265
2005-12-21,14.685
2005-12-22,14.8525
2005-12-23,14.65
2005-12-27,14.37
2005-12-28,15.2125
2005-12-29,16.2125
2005-12-30,16.2
2006-01-03,16.22
2006-01-04,16.3425
2006-01-05,16.5
2006-01-06,17.2075
2006-01-09,17.97
2006-01-10,17.3875
2006-01-11,17.495
2006-01-12,16.7525
2006-01-13,16.66
2006-01-17,16.9725
2006-01-18,16.965
2006-01-19,17.145
2006-01-20,16.8175
2006-01-23,16.875
2006-01-24,16.825
2006-01-25,16.7025
2006-01-26,17.2275
2006-01-27,17.6775
2006-01-30,17.4925
2006-01-31,17.7875
2006-02-01,17.92
2006-02-02,17.645
2006-02-03,17.4725
2006-02-06,17.5
2006-02-07,17.2725
2006-02-08,17.3175
2006-02-09,17.1675
2006-02-10,17.415
2006-02-13,17.2825
2006-02-14,17.3575
2006-02-15,17.4175
2006-02-16,17.6025
2006-02-17,17.575
2006-02-21,17.5125
2006-02-22,17.9575
2006-02-23,17.96
2006-02-24,18.495
2006-02-27,19.225
2006-02-28,19.0
2006-03-01,19.165
2006-03-02,19.685
2006-03-03,20.055
2006-03-06,20.16
2006-03-07,19.83
2006-03-08,19.97
2006-03-09,19.585
2006-03-10,19.475
2006-03-13,19.585
2006-03-14,19.565
2006-03-15,20.5
2006-03-16,20.635
2006-03-17,21.02
2006-03-20,21.22
2006-03-21,20.455
2006-03-22,20.715
2006-03-23,20.655
2006-03-24,20.965
2006-03-27,20.715
2006-03-28,20.675
2006-03-29,21.64
2006-03-30,21.79
2006-03-31,22.11
2006-04-03,21.425
2006-04-04,21.145
2006-04-05,21.045
2006-04-06,19.52
2006-04-07,18.935
2006-04-10,19.265
2006-04-11,18.295
2006-04-12,18.77
2006-04-13,18.98
2006-04-17,18.825
2006-04-18,18.675
2006-04-19,19.215
2006-04-20,19.17
2006-04-21,18.9
2006-04-24,19.895
2006-04-25,19.51
2006-04-26,18.85
2006-04-27,21.195
2006-04-28,21.08
2006-05-01,20.91
2006-05-02,20.355
2006-05-03,19.965
2006-05-04,20.09
2006-05-05,21.305
2006-05-08,21.44
2006-05-09,21.33
2006-05-10,21.44
2006-05-11,21.16
2006-05-12,20.305
2006-05-15,20.225
2006-05-16,20.92
2006-05-17,19.365
2006-05-18,19.315
2006-05-19,19.65
2006-05-22,19.1
2006-05-23,19.64
2006-05-24,19.625
2006-05-25,20.22
2006-05-26,20.73
2006-05-30,20.15
2006-05-31,20.725
2006-06-01,21.49
2006-06-02,21.99
2006-06-05,20.78
2006-06-06,20.92
2006-06-07,21.205
2006-06-08,21.275
2006-06-09,21.675
2006-06-12,21.095
2006-06-13,20.55
2006-06-14,21.02
2006-06-15,22.125
2006-06-16,21.75
2006-06-19,21.265
2006-06-20,21.195
2006-06-21,22.195
2006-06-22,22.9
2006-06-23,22.955
2006-06-26,22.825
2006-06-27,22.92
2006-06-28,22.61
2006-06-29,23.615
2006-06-30,23.715
2006-07-03,23.73
2006-07-05,23.605
2006-07-06,23.65
2006-07-07,24.125
2006-07-10,23.925
2006-07-11,24.035
2006-07-12,24.125
2006-07-13,23.385
2006-07-14,22.54
2006-07-17,22.58
2006-07-18,22.585
2006-07-19,23.29
2006-07-20,23.02
2006-07-21,22.99
2006-07-24,23.8
2006-07-25,24.295
2006-07-26,24.455
2006-07-27,23.0
2006-07-28,23.485
2006-07-31,23.945
2006-08-01,23.32
2006-08-02,23.265
2006-08-03,23.475
2006-08-04,22.97
2006-08-07,22.565
2006-08-08,21.62
2006-08-09,21.405
2006-08-10,20.765
2006-08-11,21.5
2006-08-14,21.635
2006-08-15,21.96
2006-08-16,22.5
2006-08-17,22.32
2006-08-18,21.705
2006-08-21,21.475
2006-08-22,21.0
2006-08-23,20.6
2006-08-24,20.96
2006-08-25,21.305
2006-08-28,21.495
2006-08-29,21.425
2006-08-30,21.375
2006-08-31,20.345
2006-09-01,21.38
2006-09-05,21.245
2006-09-06,20.44
2006-09-07,20.575
2006-09-08,20.64
2006-09-11,20.5
2006-09-12,20.435
2006-09-13,20.68
2006-09-14,20.305
2006-09-15,20.59
2006-09-18,21.065
2006-09-19,21.085
2006-09-20,20.595
2006-09-21,20.655
2006-09-22,21.0
2006-09-25,20.895
2006-09-26,21.035
2006-09-27,21.935
2006-09-28,21.685
2006-09-29,21.65
2006-10-02,21.29
2006-10-03,21.18
2006-10-04,22.255
2006-10-05,22.785
2006-10-06,22.895
2006-10-09,23.225
2006-10-10,23.1
2006-10-11,22.975
2006-10-12,23.095
2006-10-13,23.09
2006-10-16,22.895
2006-10-17,22.715
2006-10-18,23.26
2006-10-19,23.24
2006-10-20,22.805
2006-10-23,22.72
2006-10-24,22.56
2006-10-25,22.07
2006-10-26,24.82
2006-10-27,25.165
2006-10-30,24.925
2006-10-31,26.72
2006-11-01,26.445
2006-11-02,25.54
2006-11-03,25.825
2006-11-06,26.335
2006-11-07,26.62
2006-11-08,27.41
2006-11-09,26.77
2006-11-10,27.5
2006-11-13,27.5
2006-11-14,27.915
2006-11-15,27.78
2006-11-16,27.9
2006-11-17,28.135
2006-11-20,27.665
2006-11-21,28.035
2006-11-22,27.62
2006-11-24,27.575
2006-11-27,27.175
2006-11-28,27.105
2006-11-29,27.985
2006-11-30,27.865
2006-12-01,28.135
2006-12-04,28.965
2006-12-05,29.45
2006-12-06,28.79
2006-12-07,27.685
2006-12-08,27.905
2006-12-11,28.72
2006-12-12,28.77
2006-12-13,28.175
2006-12-14,28.62
2006-12-15,29.255
2006-12-18,29.39
2006-12-19,29.81
2006-12-20,29.545
2006-12-21,29.505
2006-12-22,28.85
2006-12-26,28.885
2006-12-27,28.965
2006-12-28,28.825
2006-12-29,28.765
2007-01-03,28.6
2007-01-04,29.02
2007-01-05,28.79
2007-01-08,28.65
2007-01-09,27.425
2007-01-10,27.625
2007-01-11,28.0
2007-01-12,27.94
2007-01-16,27.865
2007-01-17,27.67
2007-01-18,27.49
2007-01-19,27.49
2007-01-22,27.085
2007-01-23,26.97
2007-01-24,27.585
2007-01-25,26.965
2007-01-26,26.98
2007-01-29,26.795
2007-01-30,27.125
2007-01-31,26.84
2007-02-01,28.05
2007-02-02,27.705
2007-02-05,27.425
2007-02-06,27.355
2007-02-07,27.485
2007-02-08,27.71
2007-02-09,27.665
2007-02-12,27.13
2007-02-13,26.615
2007-02-14,26.975
2007-02-15,27.19
2007-02-16,26.72
2007-02-20,26.73
2007-02-21,27.06
2007-02-22,27.435
2007-02-23,28.14
2007-02-26,28.61
2007-02-27,26.585
2007-02-28,26.65
2007-03-01,26.145
2007-03-02,25.65
2007-03-05,25.28
2007-03-06,25.62
2007-03-07,25.335
2007-03-08,25.675
2007-03-09,25.58
2007-03-12,25.935
2007-03-13,25.095
2007-03-14,26.075
2007-03-15,25.575
2007-03-16,26.01
2007-03-19,26.645
2007-03-20,26.455
2007-03-21,27.32
2007-03-22,27.235
2007-03-23,27.51
2007-03-26,27.0
2007-03-27,26.52
2007-03-28,26.435
2007-03-29,26.35
2007-03-30,26.23
2007-04-02,26.9
2007-04-03,27.815
2007-04-04,27.75
2007-04-05,29.015
2007-04-09,29.45
2007-04-10,29.02
2007-04-11,28.8
2007-04-12,29.0
2007-04-13,28.99
2007-04-16,28.865
2007-04-17,28.59
2007-04-18,28.715
2007-04-19,30.0
2007-04-20,30.135
2007-04-23,30.96
2007-04-24,31.09
2007-04-25,30.89
2007-04-26,30.995
2007-04-27,30.96
2007-04-30,30.58
2007-05-01,30.705
2007-05-02,31.43
2007-05-03,30.805
2007-05-04,31.515
2007-05-07,31.425
2007-05-08,31.835
2007-05-09,32.225
2007-05-10,31.49
2007-05-11,32.1
2007-05-14,32.315
2007-05-15,32.035
2007-05-16,32.335
2007-05-17,32.035
2007-05-18,32.27
2007-05-21,32.5
2007-05-22,32.985
2007-05-23,32.72
2007-05-24,31.85
2007-05-25,31.225
2007-05-29,30.805
2007-05-30,30.72
2007-05-31,30.6
2007-06-01,30.9
2007-06-04,30.855
2007-06-05,30.705
2007-06-06,30.335
2007-06-07,28.62
2007-06-08,29.235
2007-06-11,29.93
2007-06-12,28.965
2007-06-13,29.5
2007-06-14,29.785
2007-06-15,30.04
2007-06-18,29.395
2007-06-19,29.41
2007-06-20,28.72
2007-06-21,28.955
2007-06-22,28.2
2007-06-25,28.125
2007-06-26,28.63
2007-06-27,29.335
2007-06-28,28.905
2007-06-29,28.665
2007-07-02,28.94
2007-07-03,28.995
2007-07-05,28.875
2007-07-06,29.04
2007-07-09,29.52
2007-07-10,29.265
2007-07-11,29.64
2007-07-12,29.825
2007-07-13,29.6
2007-07-16,29.16
2007-07-17,29.3
2007-07-18,29.645
2007-07-19,29.705
2007-07-20,29.22
2007-07-23,28.715
2007-07-24,28.345
2007-07-25,29.375
2007-07-26,30.1
2007-07-27,30.565
2007-07-30,30.875
2007-07-31,30.28
2007-08-01,30.01
2007-08-02,30.21
2007-08-03,29.73
2007-08-06,30.505
2007-08-07,30.49
2007-08-08,30.81
2007-08-09,29.855
2007-08-10,29.785
2007-08-13,30.19
2007-08-14,30.095
2007-08-15,30.105
2007-08-16,29.425
2007-08-17,29.635
2007-08-20,29.355
2007-08-21,29.88
2007-08-22,29.945
2007-08-23,30.13
2007-08-24,29.9
2007-08-27,29.725
2007-08-28,29.95
2007-08-29,30.9
2007-08-30,31.935
2007-08-31,32.105
2007-09-04,32.925
2007-09-05,32.55
2007-09-06,33.295
2007-09-07,32.535
2007-09-10,33.065
2007-09-11,34.37
2007-09-12,34.645
2007-09-13,34.505
2007-09-14,34.505
2007-09-17,33.875
2007-09-18,34.645
2007-09-19,34.65
2007-09-20,34.655
2007-09-21,35.315
2007-09-24,36.1
2007-09-25,34.88
2007-09-26,35.755
2007-09-27,35.635
2007-09-28,35.655
2007-10-01,36.345
2007-10-02,35.995
2007-10-03,35.77
2007-10-04,36.19
2007-10-05,36.355
2007-10-08,36.0
2007-10-09,36.775
2007-10-10,37.59
2007-10-11,36.075
2007-10-12,37.0
2007-10-15,36.29
2007-10-16,36.22
2007-10-17,36.135
2007-10-18,35.825
2007-10-19,34.98
2007-10-22,34.85
2007-10-23,35.585
2007-10-24,35.09
2007-10-25,32.11
2007-10-26,33.43
2007-10-29,33.11
2007-10-30,32.54
2007-10-31,33.0
2007-11-01,32.22
2007-11-02,32.47
2007-11-05,32.025
2007-11-06,32.74
2007-11-07,31.715
2007-11-08,32.08
2007-11-09,31.445
2007-11-12,31.14
2007-11-13,31.57
2007-11-14,31.8
