ANSS,Date
13.125,2004-10-14
13.270000457763672,2004-10-15
13.545000076293945,2004-10-18
13.545000076293945,2004-10-19
13.484999656677246,2004-10-20
13.574999809265137,2004-10-21
13.3100004196167,2004-10-22
13.609999656677246,2004-10-25
13.675000190734863,2004-10-26
13.989999771118164,2004-10-27
13.949999809265137,2004-10-28
13.800000190734863,2004-10-29
13.944999694824219,2004-11-01
13.875,2004-11-02
14.295000076293945,2004-11-03
15.430000305175781,2004-11-04
15.649999618530273,2004-11-05
15.3100004196167,2004-11-08
15.645000457763672,2004-11-09
15.630000114440918,2004-11-10
15.795000076293945,2004-11-11
15.760000228881836,2004-11-12
16.135000228881836,2004-11-15
15.8100004196167,2004-11-16
15.795000076293945,2004-11-17
15.8149995803833,2004-11-18
15.595000267028809,2004-11-19
15.5600004196167,2004-11-22
15.524999618530273,2004-11-23
15.484999656677246,2004-11-24
15.520000457763672,2004-11-26
15.625,2004-11-29
15.345000267028809,2004-11-30
15.960000038146973,2004-12-01
16.350000381469727,2004-12-02
16.56999969482422,2004-12-03
16.579999923706055,2004-12-06
15.835000038146973,2004-12-07
15.930000305175781,2004-12-08
15.729999542236328,2004-12-09
15.454999923706055,2004-12-10
15.574999809265137,2004-12-13
15.970000267028809,2004-12-14
15.75,2004-12-15
15.574999809265137,2004-12-16
15.600000381469727,2004-12-17
15.024999618530273,2004-12-20
15.875,2004-12-21
15.579999923706055,2004-12-22
15.545000076293945,2004-12-23
15.744999885559082,2004-12-27
16.0,2004-12-28
16.19499969482422,2004-12-29
15.875,2004-12-30
16.030000686645508,2004-12-31
16.125,2005-01-03
16.200000762939453,2005-01-04
16.200000762939453,2005-01-05
15.720000267028809,2005-01-06
14.864999771118164,2005-01-07
15.210000038146973,2005-01-10
15.0,2005-01-11
15.03499984741211,2005-01-12
14.734999656677246,2005-01-13
14.739999771118164,2005-01-14
14.625,2005-01-18
14.585000038146973,2005-01-19
14.454999923706055,2005-01-20
14.569999694824219,2005-01-21
14.694999694824219,2005-01-24
14.880000114440918,2005-01-25
15.005000114440918,2005-01-26
15.0600004196167,2005-01-27
15.604999542236328,2005-01-28
16.149999618530273,2005-01-31
16.350000381469727,2005-02-01
16.43000030517578,2005-02-02
16.600000381469727,2005-02-03
16.825000762939453,2005-02-04
17.209999084472656,2005-02-07
17.270000457763672,2005-02-08
16.854999542236328,2005-02-09
16.875,2005-02-10
17.184999465942383,2005-02-11
17.200000762939453,2005-02-14
18.514999389648438,2005-02-15
18.670000076293945,2005-02-16
18.110000610351562,2005-02-17
18.315000534057617,2005-02-18
17.540000915527344,2005-02-22
17.65999984741211,2005-02-23
17.940000534057617,2005-02-24
18.1200008392334,2005-02-25
17.979999542236328,2005-02-28
17.934999465942383,2005-03-01
17.7549991607666,2005-03-02
17.475000381469727,2005-03-03
17.844999313354492,2005-03-04
17.739999771118164,2005-03-07
17.799999237060547,2005-03-08
17.690000534057617,2005-03-09
17.020000457763672,2005-03-10
17.44499969482422,2005-03-11
17.530000686645508,2005-03-14
17.80500030517578,2005-03-15
17.665000915527344,2005-03-16
17.7549991607666,2005-03-17
17.5,2005-03-18
17.565000534057617,2005-03-21
17.80500030517578,2005-03-22
17.405000686645508,2005-03-23
17.3799991607666,2005-03-24
17.34000015258789,2005-03-28
16.81999969482422,2005-03-29
17.0049991607666,2005-03-30
17.104999542236328,2005-03-31
17.645000457763672,2005-04-01
18.0049991607666,2005-04-04
17.905000686645508,2005-04-05
17.799999237060547,2005-04-06
17.6299991607666,2005-04-07
17.434999465942383,2005-04-08
17.299999237060547,2005-04-11
17.809999465942383,2005-04-12
17.65999984741211,2005-04-13
16.81999969482422,2005-04-14
15.994999885559082,2005-04-15
16.190000534057617,2005-04-18
16.475000381469727,2005-04-19
16.0049991607666,2005-04-20
16.479999542236328,2005-04-21
16.049999237060547,2005-04-22
16.18000030517578,2005-04-25
15.914999961853027,2005-04-26
15.595000267028809,2005-04-27
14.399999618530273,2005-04-28
15.220000267028809,2005-04-29
15.449999809265137,2005-05-02
16.40999984741211,2005-05-03
17.125,2005-05-04
17.020000457763672,2005-05-05
17.2450008392334,2005-05-06
17.114999771118164,2005-05-09
16.540000915527344,2005-05-10
16.434999465942383,2005-05-11
16.354999542236328,2005-05-12
16.235000610351562,2005-05-13
16.200000762939453,2005-05-16
16.28499984741211,2005-05-17
16.844999313354492,2005-05-18
17.219999313354492,2005-05-19
17.170000076293945,2005-05-20
17.3700008392334,2005-05-23
17.155000686645508,2005-05-24
16.649999618530273,2005-05-25
16.739999771118164,2005-05-26
16.600000381469727,2005-05-27
16.674999237060547,2005-05-31
16.719999313354492,2005-06-01
16.645000457763672,2005-06-02
16.579999923706055,2005-06-03
16.46500015258789,2005-06-06
16.56999969482422,2005-06-07
16.520000457763672,2005-06-08
16.989999771118164,2005-06-09
17.05500030517578,2005-06-10
17.145000457763672,2005-06-13
17.135000228881836,2005-06-14
17.635000228881836,2005-06-15
18.405000686645508,2005-06-16
18.014999389648438,2005-06-17
17.979999542236328,2005-06-20
17.975000381469727,2005-06-21
18.014999389648438,2005-06-22
17.53499984741211,2005-06-23
17.25,2005-06-24
17.200000762939453,2005-06-27
17.815000534057617,2005-06-28
17.9950008392334,2005-06-29
17.81999969482422,2005-06-30
17.655000686645508,2005-07-01
17.674999237060547,2005-07-05
17.69499969482422,2005-07-06
17.489999771118164,2005-07-07
18.110000610351562,2005-07-08
18.645000457763672,2005-07-11
18.440000534057617,2005-07-12
18.325000762939453,2005-07-13
18.475000381469727,2005-07-14
18.450000762939453,2005-07-15
17.905000686645508,2005-07-18
18.18000030517578,2005-07-19
18.290000915527344,2005-07-20
17.6299991607666,2005-07-21
17.78499984741211,2005-07-22
17.575000762939453,2005-07-25
17.65999984741211,2005-07-26
17.920000076293945,2005-07-27
18.104999542236328,2005-07-28
18.18000030517578,2005-07-29
18.270000457763672,2005-08-01
18.309999465942383,2005-08-02
19.610000610351562,2005-08-03
19.350000381469727,2005-08-04
18.809999465942383,2005-08-05
19.0049991607666,2005-08-08
18.834999084472656,2005-08-09
19.06999969482422,2005-08-10
19.104999542236328,2005-08-11
18.985000610351562,2005-08-12
19.174999237060547,2005-08-15
18.78499984741211,2005-08-16
18.96500015258789,2005-08-17
18.81999969482422,2005-08-18
18.959999084472656,2005-08-19
18.94499969482422,2005-08-22
19.0,2005-08-23
18.81999969482422,2005-08-24
19.065000534057617,2005-08-25
18.405000686645508,2005-08-26
18.69499969482422,2005-08-29
18.674999237060547,2005-08-30
18.875,2005-08-31
19.75,2005-09-01
19.399999618530273,2005-09-02
19.399999618530273,2005-09-06
19.5,2005-09-07
19.239999771118164,2005-09-08
19.395000457763672,2005-09-09
19.489999771118164,2005-09-12
19.25,2005-09-13
18.895000457763672,2005-09-14
18.75,2005-09-15
18.625,2005-09-16
18.334999084472656,2005-09-19
18.065000534057617,2005-09-20
17.739999771118164,2005-09-21
17.604999542236328,2005-09-22
18.020000457763672,2005-09-23
17.954999923706055,2005-09-26
18.094999313354492,2005-09-27
18.014999389648438,2005-09-28
18.7549991607666,2005-09-29
19.2450008392334,2005-09-30
19.264999389648438,2005-10-03
18.950000762939453,2005-10-04
18.44499969482422,2005-10-05
18.204999923706055,2005-10-06
18.56999969482422,2005-10-07
18.155000686645508,2005-10-10
17.725000381469727,2005-10-11
17.565000534057617,2005-10-12
17.834999084472656,2005-10-13
17.9950008392334,2005-10-14
18.190000534057617,2005-10-17
17.774999618530273,2005-10-18
18.770000457763672,2005-10-19
18.31999969482422,2005-10-20
18.375,2005-10-21
18.65999984741211,2005-10-24
18.540000915527344,2005-10-25
18.540000915527344,2005-10-26
18.014999389648438,2005-10-27
18.399999618530273,2005-10-28
18.6299991607666,2005-10-31
19.024999618530273,2005-11-01
19.44499969482422,2005-11-02
20.469999313354492,2005-11-03
20.979999542236328,2005-11-04
21.165000915527344,2005-11-07
21.049999237060547,2005-11-08
21.59000015258789,2005-11-09
21.53499984741211,2005-11-10
21.764999389648438,2005-11-11
21.719999313354492,2005-11-14
21.200000762939453,2005-11-15
20.8700008392334,2005-11-16
21.21500015258789,2005-11-17
21.15999984741211,2005-11-18
21.5049991607666,2005-11-21
21.475000381469727,2005-11-22
21.329999923706055,2005-11-23
21.05500030517578,2005-11-25
20.545000076293945,2005-11-28
20.899999618530273,2005-11-29
21.010000228881836,2005-11-30
21.774999618530273,2005-12-01
21.530000686645508,2005-12-02
21.514999389648438,2005-12-05
21.30500030517578,2005-12-06
21.024999618530273,2005-12-07
20.825000762939453,2005-12-08
21.614999771118164,2005-12-09
20.940000534057617,2005-12-12
20.8799991607666,2005-12-13
20.854999542236328,2005-12-14
20.889999389648438,2005-12-15
21.165000915527344,2005-12-16
20.905000686645508,2005-12-19
20.93000030517578,2005-12-20
21.635000228881836,2005-12-21
22.165000915527344,2005-12-22
22.545000076293945,2005-12-23
22.104999542236328,2005-12-27
21.975000381469727,2005-12-28
21.739999771118164,2005-12-29
21.344999313354492,2005-12-30
19.795000076293945,2006-01-03
19.5,2006-01-04
19.290000915527344,2006-01-05
19.280000686645508,2006-01-06
18.985000610351562,2006-01-09
18.09000015258789,2006-01-10
18.75,2006-01-11
19.329999923706055,2006-01-12
19.635000228881836,2006-01-13
19.674999237060547,2006-01-17
19.735000610351562,2006-01-18
20.079999923706055,2006-01-19
19.825000762939453,2006-01-20
20.170000076293945,2006-01-23
20.75,2006-01-24
21.229999542236328,2006-01-25
21.899999618530273,2006-01-26
22.075000762939453,2006-01-27
22.014999389648438,2006-01-30
21.93000030517578,2006-01-31
22.1200008392334,2006-02-01
21.575000762939453,2006-02-02
21.329999923706055,2006-02-03
21.479999542236328,2006-02-06
21.010000228881836,2006-02-07
21.21500015258789,2006-02-08
21.364999771118164,2006-02-09
21.2450008392334,2006-02-10
20.989999771118164,2006-02-13
21.645000457763672,2006-02-14
22.05500030517578,2006-02-15
23.59000015258789,2006-02-16
24.049999237060547,2006-02-17
24.764999389648438,2006-02-21
24.559999465942383,2006-02-22
24.200000762939453,2006-02-23
23.905000686645508,2006-02-24
24.30500030517578,2006-02-27
23.709999084472656,2006-02-28
24.5,2006-03-01
23.985000610351562,2006-03-02
23.850000381469727,2006-03-03
23.639999389648438,2006-03-06
23.709999084472656,2006-03-07
23.729999542236328,2006-03-08
24.364999771118164,2006-03-09
24.235000610351562,2006-03-10
23.875,2006-03-13
24.399999618530273,2006-03-14
24.985000610351562,2006-03-15
25.334999084472656,2006-03-16
25.114999771118164,2006-03-17
25.0,2006-03-20
24.389999389648438,2006-03-21
24.799999237060547,2006-03-22
24.78499984741211,2006-03-23
25.0,2006-03-24
25.829999923706055,2006-03-27
26.040000915527344,2006-03-28
26.524999618530273,2006-03-29
26.959999084472656,2006-03-30
27.075000762939453,2006-03-31
26.65999984741211,2006-04-03
26.674999237060547,2006-04-04
26.739999771118164,2006-04-05
26.3799991607666,2006-04-06
25.969999313354492,2006-04-07
26.145000457763672,2006-04-10
25.94499969482422,2006-04-11
26.545000076293945,2006-04-12
26.719999313354492,2006-04-13
26.8700008392334,2006-04-17
27.795000076293945,2006-04-18
27.844999313354492,2006-04-19
27.59000015258789,2006-04-20
27.295000076293945,2006-04-21
27.225000381469727,2006-04-24
27.834999084472656,2006-04-25
28.3700008392334,2006-04-26
28.700000762939453,2006-04-27
28.225000381469727,2006-04-28
27.684999465942383,2006-05-01
28.5,2006-05-02
28.424999237060547,2006-05-03
28.280000686645508,2006-05-04
28.440000534057617,2006-05-05
28.295000076293945,2006-05-08
28.55500030517578,2006-05-09
28.420000076293945,2006-05-10
27.80500030517578,2006-05-11
27.520000457763672,2006-05-12
27.59000015258789,2006-05-15
27.600000381469727,2006-05-16
26.475000381469727,2006-05-17
25.639999389648438,2006-05-18
25.274999618530273,2006-05-19
25.204999923706055,2006-05-22
24.584999084472656,2006-05-23
24.959999084472656,2006-05-24
25.295000076293945,2006-05-25
25.309999465942383,2006-05-26
24.454999923706055,2006-05-30
25.219999313354492,2006-05-31
25.280000686645508,2006-06-01
24.030000686645508,2006-06-02
23.420000076293945,2006-06-05
23.940000534057617,2006-06-06
24.014999389648438,2006-06-07
23.975000381469727,2006-06-08
23.7450008392334,2006-06-09
23.225000381469727,2006-06-12
22.864999771118164,2006-06-13
22.68000030517578,2006-06-14
23.674999237060547,2006-06-15
23.549999237060547,2006-06-16
23.03499984741211,2006-06-19
22.764999389648438,2006-06-20
23.125,2006-06-21
22.690000534057617,2006-06-22
22.920000076293945,2006-06-23
22.545000076293945,2006-06-26
22.165000915527344,2006-06-27
22.71500015258789,2006-06-28
23.78499984741211,2006-06-29
23.90999984741211,2006-06-30
24.079999923706055,2006-07-03
23.670000076293945,2006-07-05
23.030000686645508,2006-07-06
22.469999313354492,2006-07-07
22.075000762939453,2006-07-10
22.059999465942383,2006-07-11
21.295000076293945,2006-07-12
20.860000610351562,2006-07-13
20.530000686645508,2006-07-14
20.34000015258789,2006-07-17
20.364999771118164,2006-07-18
22.299999237060547,2006-07-19
21.729999542236328,2006-07-20
21.34000015258789,2006-07-21
22.325000762939453,2006-07-24
22.735000610351562,2006-07-25
22.540000915527344,2006-07-26
22.2549991607666,2006-07-27
23.145000457763672,2006-07-28
22.94499969482422,2006-07-31
22.235000610351562,2006-08-01
22.530000686645508,2006-08-02
25.19499969482422,2006-08-03
24.975000381469727,2006-08-04
24.5049991607666,2006-08-07
24.93000030517578,2006-08-08
25.049999237060547,2006-08-09
24.604999542236328,2006-08-10
24.1200008392334,2006-08-11
23.780000686645508,2006-08-14
24.489999771118164,2006-08-15
24.795000076293945,2006-08-16
24.834999084472656,2006-08-17
24.385000228881836,2006-08-18
23.625,2006-08-21
23.450000762939453,2006-08-22
22.625,2006-08-23
22.584999084472656,2006-08-24
22.280000686645508,2006-08-25
22.799999237060547,2006-08-28
22.530000686645508,2006-08-29
22.774999618530273,2006-08-30
23.3700008392334,2006-08-31
22.989999771118164,2006-09-01
23.174999237060547,2006-09-05
22.5,2006-09-06
22.170000076293945,2006-09-07
22.344999313354492,2006-09-08
22.475000381469727,2006-09-11
22.920000076293945,2006-09-12
23.290000915527344,2006-09-13
22.924999237060547,2006-09-14
22.485000610351562,2006-09-15
22.844999313354492,2006-09-18
22.8700008392334,2006-09-19
22.954999923706055,2006-09-20
22.639999389648438,2006-09-21
22.645000457763672,2006-09-22
23.2450008392334,2006-09-25
22.989999771118164,2006-09-26
22.915000915527344,2006-09-27
22.844999313354492,2006-09-28
22.09000015258789,2006-09-29
21.6299991607666,2006-10-02
21.584999084472656,2006-10-03
22.56999969482422,2006-10-04
22.690000534057617,2006-10-05
22.405000686645508,2006-10-06
22.510000228881836,2006-10-09
22.229999542236328,2006-10-10
21.854999542236328,2006-10-11
23.024999618530273,2006-10-12
23.139999389648438,2006-10-13
23.229999542236328,2006-10-16
23.299999237060547,2006-10-17
23.479999542236328,2006-10-18
23.450000762939453,2006-10-19
23.469999313354492,2006-10-20
23.350000381469727,2006-10-23
23.450000762939453,2006-10-24
23.559999465942383,2006-10-25
24.0,2006-10-26
23.264999389648438,2006-10-27
23.21500015258789,2006-10-30
23.0,2006-10-31
22.625,2006-11-01
25.264999389648438,2006-11-02
25.3799991607666,2006-11-03
24.825000762939453,2006-11-06
24.604999542236328,2006-11-07
24.799999237060547,2006-11-08
24.670000076293945,2006-11-09
25.010000228881836,2006-11-10
25.0049991607666,2006-11-13
25.440000534057617,2006-11-14
25.625,2006-11-15
25.274999618530273,2006-11-16
24.020000457763672,2006-11-17
24.010000228881836,2006-11-20
23.959999084472656,2006-11-21
23.81999969482422,2006-11-22
23.25,2006-11-24
22.80500030517578,2006-11-27
22.905000686645508,2006-11-28
23.420000076293945,2006-11-29
23.485000610351562,2006-11-30
23.315000534057617,2006-12-01
23.5049991607666,2006-12-04
23.53499984741211,2006-12-05
23.040000915527344,2006-12-06
22.739999771118164,2006-12-07
22.940000534057617,2006-12-08
22.68000030517578,2006-12-11
22.579999923706055,2006-12-12
22.420000076293945,2006-12-13
22.915000915527344,2006-12-14
22.55500030517578,2006-12-15
22.05500030517578,2006-12-18
22.235000610351562,2006-12-19
22.2549991607666,2006-12-20
21.78499984741211,2006-12-21
21.80500030517578,2006-12-22
21.934999465942383,2006-12-26
22.200000762939453,2006-12-27
21.799999237060547,2006-12-28
21.7450008392334,2006-12-29
22.094999313354492,2007-01-03
22.075000762939453,2007-01-04
22.0,2007-01-05
22.15999984741211,2007-01-08
21.764999389648438,2007-01-09
21.594999313354492,2007-01-10
21.604999542236328,2007-01-11
22.065000534057617,2007-01-12
21.989999771118164,2007-01-16
22.5049991607666,2007-01-17
22.174999237060547,2007-01-18
22.43000030517578,2007-01-19
22.299999237060547,2007-01-22
22.665000915527344,2007-01-23
23.5,2007-01-24
23.565000534057617,2007-01-25
23.834999084472656,2007-01-26
24.540000915527344,2007-01-29
24.53499984741211,2007-01-30
24.94499969482422,2007-01-31
25.03499984741211,2007-02-01
24.920000076293945,2007-02-02
24.850000381469727,2007-02-05
25.229999542236328,2007-02-06
25.549999237060547,2007-02-07
25.579999923706055,2007-02-08
25.44499969482422,2007-02-09
25.4950008392334,2007-02-12
25.639999389648438,2007-02-13
25.799999237060547,2007-02-14
25.829999923706055,2007-02-15
25.8799991607666,2007-02-16
28.424999237060547,2007-02-20
27.90999984741211,2007-02-21
27.864999771118164,2007-02-22
27.78499984741211,2007-02-23
27.05500030517578,2007-02-26
25.895000457763672,2007-02-27
25.510000228881836,2007-02-28
25.209999084472656,2007-03-01
24.760000228881836,2007-03-02
24.434999465942383,2007-03-05
25.065000534057617,2007-03-06
24.635000228881836,2007-03-07
24.864999771118164,2007-03-08
24.979999542236328,2007-03-09
25.010000228881836,2007-03-12
24.344999313354492,2007-03-13
24.665000915527344,2007-03-14
24.489999771118164,2007-03-15
24.514999389648438,2007-03-16
24.59000015258789,2007-03-19
25.219999313354492,2007-03-20
25.334999084472656,2007-03-21
25.700000762939453,2007-03-22
25.434999465942383,2007-03-23
24.895000457763672,2007-03-26
24.825000762939453,2007-03-27
24.934999465942383,2007-03-28
25.530000686645508,2007-03-29
25.385000228881836,2007-03-30
25.274999618530273,2007-04-02
25.219999313354492,2007-04-03
25.094999313354492,2007-04-04
25.315000534057617,2007-04-05
25.334999084472656,2007-04-09
25.600000381469727,2007-04-10
25.334999084472656,2007-04-11
25.440000534057617,2007-04-12
25.3700008392334,2007-04-13
25.440000534057617,2007-04-16
25.3700008392334,2007-04-17
25.454999923706055,2007-04-18
25.260000228881836,2007-04-19
26.139999389648438,2007-04-20
26.170000076293945,2007-04-23
26.03499984741211,2007-04-24
25.75,2007-04-25
25.795000076293945,2007-04-26
25.915000915527344,2007-04-27
25.600000381469727,2007-04-30
25.889999389648438,2007-05-01
26.4950008392334,2007-05-02
26.489999771118164,2007-05-03
26.354999542236328,2007-05-04
26.834999084472656,2007-05-07
27.350000381469727,2007-05-08
28.239999771118164,2007-05-09
27.975000381469727,2007-05-10
28.149999618530273,2007-05-11
27.934999465942383,2007-05-14
27.405000686645508,2007-05-15
27.864999771118164,2007-05-16
27.540000915527344,2007-05-17
27.700000762939453,2007-05-18
28.399999618530273,2007-05-21
28.65999984741211,2007-05-22
28.690000534057617,2007-05-23
28.040000915527344,2007-05-24
27.985000610351562,2007-05-25
28.184999465942383,2007-05-29
28.010000228881836,2007-05-30
28.079999923706055,2007-05-31
28.31999969482422,2007-06-01
28.299999237060547,2007-06-04
27.649999618530273,2007-06-05
28.049999237060547,2007-06-06
27.350000381469727,2007-06-07
27.969999313354492,2007-06-08
27.56999969482422,2007-06-11
27.079999923706055,2007-06-12
27.280000686645508,2007-06-13
27.31999969482422,2007-06-14
27.520000457763672,2007-06-15
27.280000686645508,2007-06-18
27.170000076293945,2007-06-19
26.889999389648438,2007-06-20
26.8799991607666,2007-06-21
26.239999771118164,2007-06-22
26.059999465942383,2007-06-25
26.15999984741211,2007-06-26
26.559999465942383,2007-06-27
26.719999313354492,2007-06-28
26.5,2007-06-29
26.360000610351562,2007-07-02
26.3799991607666,2007-07-03
26.649999618530273,2007-07-05
26.540000915527344,2007-07-06
27.15999984741211,2007-07-09
26.010000228881836,2007-07-10
26.290000915527344,2007-07-11
26.950000762939453,2007-07-12
26.549999237060547,2007-07-13
26.399999618530273,2007-07-16
26.299999237060547,2007-07-17
26.229999542236328,2007-07-18
26.059999465942383,2007-07-19
25.649999618530273,2007-07-20
25.6200008392334,2007-07-23
25.219999313354492,2007-07-24
25.65999984741211,2007-07-25
25.68000030517578,2007-07-26
25.600000381469727,2007-07-27
26.010000228881836,2007-07-30
26.040000915527344,2007-07-31
26.559999465942383,2007-08-01
30.040000915527344,2007-08-02
30.229999542236328,2007-08-03
30.760000228881836,2007-08-06
31.309999465942383,2007-08-07
32.43000030517578,2007-08-08
32.40999984741211,2007-08-09
30.93000030517578,2007-08-10
30.309999465942383,2007-08-13
29.829999923706055,2007-08-14
29.969999313354492,2007-08-15
30.989999771118164,2007-08-16
32.2599983215332,2007-08-17
32.22999954223633,2007-08-20
32.290000915527344,2007-08-21
31.959999084472656,2007-08-22
31.610000610351562,2007-08-23
32.31999969482422,2007-08-24
31.65999984741211,2007-08-27
30.809999465942383,2007-08-28
32.310001373291016,2007-08-29
32.95000076293945,2007-08-30
33.130001068115234,2007-08-31
33.95000076293945,2007-09-04
35.150001525878906,2007-09-05
34.22999954223633,2007-09-06
32.9900016784668,2007-09-07
32.400001525878906,2007-09-10
34.27000045776367,2007-09-11
34.0,2007-09-12
34.5099983215332,2007-09-13
34.18000030517578,2007-09-14
33.959999084472656,2007-09-17
34.09000015258789,2007-09-18
34.45000076293945,2007-09-19
34.95000076293945,2007-09-20
34.90999984741211,2007-09-21
34.20000076293945,2007-09-24
34.97999954223633,2007-09-25
34.2599983215332,2007-09-26
34.09000015258789,2007-09-27
34.16999816894531,2007-09-28
35.40999984741211,2007-10-01
36.439998626708984,2007-10-02
36.119998931884766,2007-10-03
36.31999969482422,2007-10-04
36.869998931884766,2007-10-05
37.0099983215332,2007-10-08
38.09000015258789,2007-10-09
37.65999984741211,2007-10-10
36.4900016784668,2007-10-11
37.540000915527344,2007-10-12
38.220001220703125,2007-10-15
37.52000045776367,2007-10-16
40.34000015258789,2007-10-17
39.619998931884766,2007-10-18
38.4900016784668,2007-10-19
38.869998931884766,2007-10-22
40.970001220703125,2007-10-23
40.90999984741211,2007-10-24
40.58000183105469,2007-10-25
41.20000076293945,2007-10-26
40.130001068115234,2007-10-29
39.0099983215332,2007-10-30
38.810001373291016,2007-10-31
38.220001220703125,2007-11-01
40.40999984741211,2007-11-02
41.20000076293945,2007-11-05
40.130001068115234,2007-11-06
38.15999984741211,2007-11-07
37.34000015258789,2007-11-08
36.529998779296875,2007-11-09
36.900001525878906,2007-11-12
39.2599983215332,2007-11-13
39.130001068115234,2007-11-14
38.75,2007-11-15
38.290000915527344,2007-11-16
38.38999938964844,2007-11-19
37.43000030517578,2007-11-20
36.79999923706055,2007-11-21
38.209999084472656,2007-11-23
36.779998779296875,2007-11-26
37.470001220703125,2007-11-27
39.20000076293945,2007-11-28
38.81999969482422,2007-11-29
38.86000061035156,2007-11-30
38.70000076293945,2007-12-03
39.029998779296875,2007-12-04
39.380001068115234,2007-12-05
38.900001525878906,2007-12-06
38.869998931884766,2007-12-07
39.040000915527344,2007-12-10
39.0099983215332,2007-12-11
39.220001220703125,2007-12-12
39.400001525878906,2007-12-13
38.150001525878906,2007-12-14
37.25,2007-12-17
38.02000045776367,2007-12-18
38.34000015258789,2007-12-19
39.84000015258789,2007-12-20
41.720001220703125,2007-12-21
42.119998931884766,2007-12-24
41.939998626708984,2007-12-26
41.58000183105469,2007-12-27
42.02000045776367,2007-12-28
41.459999084472656,2007-12-31
40.369998931884766,2008-01-02
40.25,2008-01-03
38.58000183105469,2008-01-04
38.0,2008-01-07
37.52000045776367,2008-01-08
37.83000183105469,2008-01-09
36.54999923706055,2008-01-10
35.75,2008-01-11
36.279998779296875,2008-01-14
35.56999969482422,2008-01-15
35.439998626708984,2008-01-16
34.0,2008-01-17
33.25,2008-01-18
33.060001373291016,2008-01-22
33.86000061035156,2008-01-23
36.18000030517578,2008-01-24
35.310001373291016,2008-01-25
35.68000030517578,2008-01-28
36.09000015258789,2008-01-29
35.349998474121094,2008-01-30
34.90999984741211,2008-01-31
36.11000061035156,2008-02-01
36.650001525878906,2008-02-04
35.7400016784668,2008-02-05
34.7400016784668,2008-02-06
33.959999084472656,2008-02-07
33.880001068115234,2008-02-08
35.20000076293945,2008-02-11
35.27000045776367,2008-02-12
36.650001525878906,2008-02-13
34.79999923706055,2008-02-14
34.619998931884766,2008-02-15
34.529998779296875,2008-02-19
35.5,2008-02-20
37.560001373291016,2008-02-21
36.689998626708984,2008-02-22
36.849998474121094,2008-02-25
38.86000061035156,2008-02-26
38.560001373291016,2008-02-27
38.41999816894531,2008-02-28
37.369998931884766,2008-02-29
37.18000030517578,2008-03-03
37.189998626708984,2008-03-04
36.83000183105469,2008-03-05
36.119998931884766,2008-03-06
35.11000061035156,2008-03-07
33.90999984741211,2008-03-10
35.2599983215332,2008-03-11
35.810001373291016,2008-03-12
36.63999938964844,2008-03-13
35.54999923706055,2008-03-14
34.91999816894531,2008-03-17
37.810001373291016,2008-03-18
36.369998931884766,2008-03-19
37.29999923706055,2008-03-20
38.790000915527344,2008-03-24
39.61000061035156,2008-03-25
39.880001068115234,2008-03-26
38.11000061035156,2008-03-27
37.91999816894531,2008-03-28
34.52000045776367,2008-03-31
37.31999969482422,2008-04-01
37.33000183105469,2008-04-02
36.88999938964844,2008-04-03
36.5,2008-04-04
36.43000030517578,2008-04-07
36.38999938964844,2008-04-08
36.130001068115234,2008-04-09
36.869998931884766,2008-04-10
35.470001220703125,2008-04-11
36.119998931884766,2008-04-14
37.97999954223633,2008-04-15
39.150001525878906,2008-04-16
38.90999984741211,2008-04-17
40.2400016784668,2008-04-18
39.84000015258789,2008-04-21
38.54999923706055,2008-04-22
39.95000076293945,2008-04-23
40.5,2008-04-24
40.029998779296875,2008-04-25
39.91999816894531,2008-04-28
39.5,2008-04-29
40.22999954223633,2008-04-30
41.7599983215332,2008-05-01
43.470001220703125,2008-05-02
43.7400016784668,2008-05-05
43.34000015258789,2008-05-06
42.849998474121094,2008-05-07
42.900001525878906,2008-05-08
43.38999938964844,2008-05-09
44.88999938964844,2008-05-12
45.459999084472656,2008-05-13
45.13999938964844,2008-05-14
45.650001525878906,2008-05-15
44.959999084472656,2008-05-16
43.9900016784668,2008-05-19
44.02000045776367,2008-05-20
42.79999923706055,2008-05-21
42.4900016784668,2008-05-22
41.7599983215332,2008-05-23
43.45000076293945,2008-05-27
43.779998779296875,2008-05-28
46.2599983215332,2008-05-29
47.29999923706055,2008-05-30
47.59000015258789,2008-06-02
47.33000183105469,2008-06-03
48.56999969482422,2008-06-04
48.650001525878906,2008-06-05
46.189998626708984,2008-06-06
47.2400016784668,2008-06-09
47.13999938964844,2008-06-10
45.040000915527344,2008-06-11
44.83000183105469,2008-06-12
46.40999984741211,2008-06-13
47.029998779296875,2008-06-16
47.439998626708984,2008-06-17
47.72999954223633,2008-06-18
49.150001525878906,2008-06-19
46.939998626708984,2008-06-20
47.0,2008-06-23
45.45000076293945,2008-06-24
46.279998779296875,2008-06-25
45.91999816894531,2008-06-26
46.630001068115234,2008-06-27
47.119998931884766,2008-06-30
45.0,2008-07-01
42.310001373291016,2008-07-02
41.65999984741211,2008-07-03
41.54999923706055,2008-07-07
42.470001220703125,2008-07-08
42.65999984741211,2008-07-09
43.0,2008-07-10
42.83000183105469,2008-07-11
42.08000183105469,2008-07-14
43.150001525878906,2008-07-15
43.4900016784668,2008-07-16
45.0099983215332,2008-07-17
44.970001220703125,2008-07-18
44.27000045776367,2008-07-21
