^NDX,Date
174.63499450683594,1987-02-05
174.6300048828125,1987-02-06
173.625,1987-02-09
172.3249969482422,1987-02-10
175.97999572753906,1987-02-11
176.26499938964844,1987-02-12
179.06500244140625,1987-02-13
183.64999389648438,1987-02-17
181.2100067138672,1987-02-18
179.8699951171875,1987-02-19
178.68499755859375,1987-02-20
177.7050018310547,1987-02-23
178.94000244140625,1987-02-24
180.97000122070312,1987-02-25
182.18499755859375,1987-02-26
182.75,1987-02-27
181.06500244140625,1987-03-02
180.56500244140625,1987-03-03
183.27499389648438,1987-03-04
184.6699981689453,1987-03-05
184.28500366210938,1987-03-06
182.47500610351562,1987-03-09
184.46499633789062,1987-03-10
185.30999755859375,1987-03-11
184.77000427246094,1987-03-12
183.1649932861328,1987-03-13
182.72999572753906,1987-03-16
185.89999389648438,1987-03-17
186.0449981689453,1987-03-18
187.9600067138672,1987-03-19
189.8249969482422,1987-03-20
189.39999389648438,1987-03-23
190.17999267578125,1987-03-24
190.19500732421875,1987-03-25
190.7050018310547,1987-03-26
189.0500030517578,1987-03-27
183.8350067138672,1987-03-30
186.0399932861328,1987-03-31
186.0749969482422,1987-04-01
187.66000366210938,1987-04-02
191.36000061035156,1987-04-03
190.9149932861328,1987-04-06
187.43499755859375,1987-04-07
189.27999877929688,1987-04-08
188.72999572753906,1987-04-09
188.28500366210938,1987-04-10
183.94500732421875,1987-04-13
179.72500610351562,1987-04-14
182.4600067138672,1987-04-15
183.7449951171875,1987-04-16
182.125,1987-04-20
184.63499450683594,1987-04-21
183.9550018310547,1987-04-22
183.77000427246094,1987-04-23
180.375,1987-04-24
179.5500030517578,1987-04-27
181.26499938964844,1987-04-28
182.22000122070312,1987-04-29
184.8300018310547,1987-04-30
185.8300018310547,1987-05-01
186.4499969482422,1987-05-04
189.73500061035156,1987-05-05
189.2949981689453,1987-05-06
190.01499938964844,1987-05-07
190.36000061035156,1987-05-08
189.24000549316406,1987-05-11
188.97500610351562,1987-05-12
190.2949981689453,1987-05-13
190.74000549316406,1987-05-14
187.91000366210938,1987-05-15
185.4550018310547,1987-05-18
181.46499633789062,1987-05-19
181.6999969482422,1987-05-20
182.66000366210938,1987-05-21
181.63999938964844,1987-05-22
185.1699981689453,1987-05-26
185.9550018310547,1987-05-27
188.11000061035156,1987-05-28
188.77000427246094,1987-05-29
185.86000061035156,1987-06-01
184.5,1987-06-02
185.75999450683594,1987-06-03
186.2550048828125,1987-06-04
185.68499755859375,1987-06-05
187.53500366210938,1987-06-08
189.47500610351562,1987-06-09
190.02000427246094,1987-06-10
189.6649932861328,1987-06-11
190.36000061035156,1987-06-12
189.60000610351562,1987-06-15
191.13999938964844,1987-06-16
191.32000732421875,1987-06-17
192.3699951171875,1987-06-18
192.0500030517578,1987-06-19
192.89999389648438,1987-06-22
191.83999633789062,1987-06-23
191.90499877929688,1987-06-24
191.34500122070312,1987-06-25
191.05999755859375,1987-06-26
190.6999969482422,1987-06-29
189.24000549316406,1987-06-30
189.47500610351562,1987-07-01
190.38499450683594,1987-07-02
189.02499389648438,1987-07-06
187.7550048828125,1987-07-07
187.38499450683594,1987-07-08
187.97500610351562,1987-07-09
188.73500061035156,1987-07-10
190.4199981689453,1987-07-13
194.98500061035156,1987-07-14
194.8699951171875,1987-07-15
196.0399932861328,1987-07-16
195.86500549316406,1987-07-17
193.86000061035156,1987-07-20
193.19500732421875,1987-07-21
193.63499450683594,1987-07-22
191.5050048828125,1987-07-23
193.02499389648438,1987-07-24
193.19500732421875,1987-07-27
193.7550048828125,1987-07-28
194.72500610351562,1987-07-29
196.56500244140625,1987-07-30
196.35000610351562,1987-07-31
195.24000549316406,1987-08-03
195.8800048828125,1987-08-04
198.2449951171875,1987-08-05
201.86500549316406,1987-08-06
203.72999572753906,1987-08-07
206.02999877929688,1987-08-10
208.38999938964844,1987-08-11
207.05999755859375,1987-08-12
206.47000122070312,1987-08-13
206.46499633789062,1987-08-14
206.8300018310547,1987-08-17
203.89999389648438,1987-08-18
205.38999938964844,1987-08-19
208.92999267578125,1987-08-20
210.5749969482422,1987-08-21
209.47999572753906,1987-08-24
210.71499633789062,1987-08-25
211.16000366210938,1987-08-26
210.63499450683594,1987-08-27
208.84500122070312,1987-08-28
209.5749969482422,1987-08-31
206.88999938964844,1987-09-01
205.72999572753906,1987-09-02
205.01499938964844,1987-09-03
204.05999755859375,1987-09-04
199.89999389648438,1987-09-08
201.60000610351562,1987-09-09
205.1649932861328,1987-09-10
206.36500549316406,1987-09-11
205.16000366210938,1987-09-14
202.2550048828125,1987-09-15
201.3000030517578,1987-09-16
202.05499267578125,1987-09-17
201.6750030517578,1987-09-18
197.25999450683594,1987-09-21
201.42999267578125,1987-09-22
204.0749969482422,1987-09-23
204.63999938964844,1987-09-24
205.11500549316406,1987-09-25
204.625,1987-09-28
204.14999389648438,1987-09-29
205.5050048828125,1987-09-30
209.7050018310547,1987-10-01
212.14500427246094,1987-10-02
213.80999755859375,1987-10-05
208.07000732421875,1987-10-06
206.88999938964844,1987-10-07
203.625,1987-10-08
202.46499633789062,1987-10-09
199.625,1987-10-12
201.22999572753906,1987-10-13
197.4949951171875,1987-10-14
193.06500244140625,1987-10-15
183.28500366210938,1987-10-16
155.64999389648438,1987-10-19
143.9600067138672,1987-10-20
158.77999877929688,1987-10-21
149.98500061035156,1987-10-22
145.4199981689453,1987-10-23
128.4250030517578,1987-10-26
129.86500549316406,1987-10-27
131.2100067138672,1987-10-28
143.63999938964844,1987-10-29
150.07000732421875,1987-10-30
152.19500732421875,1987-11-02
147.13499450683594,1987-11-03
147.94500732421875,1987-11-04
153.02999877929688,1987-11-05
150.67999267578125,1987-11-06
146.48500061035156,1987-11-09
143.44500732421875,1987-11-10
145.47999572753906,1987-11-11
149.84500122070312,1987-11-12
147.9499969482422,1987-11-13
147.4600067138672,1987-11-16
143.5749969482422,1987-11-17
144.8350067138672,1987-11-18
141.05999755859375,1987-11-19
140.8350067138672,1987-11-20
141.83999633789062,1987-11-23
144.66000366210938,1987-11-24
144.9949951171875,1987-11-25
143.35499572753906,1987-11-27
137.125,1987-11-30
137.16000366210938,1987-12-01
137.9550018310547,1987-12-02
132.9499969482422,1987-12-03
130.43499755859375,1987-12-04
133.14500427246094,1987-12-07
136.69000244140625,1987-12-08
139.75999450683594,1987-12-09
139.01499938964844,1987-12-10
139.82000732421875,1987-12-11
146.0800018310547,1987-12-14
146.88999938964844,1987-12-15
151.05999755859375,1987-12-16
149.91000366210938,1987-12-17
154.7449951171875,1987-12-18
156.02000427246094,1987-12-21
155.55499267578125,1987-12-22
158.05999755859375,1987-12-23
158.18499755859375,1987-12-24
152.77999877929688,1987-12-28
154.34500122070312,1987-12-29
157.28500366210938,1987-12-30
156.25,1987-12-31
161.80999755859375,1988-01-04
164.27999877929688,1988-01-05
166.1750030517578,1988-01-06
168.6999969482422,1988-01-07
158.19500732421875,1988-01-08
158.875,1988-01-11
155.72500610351562,1988-01-12
155.5449981689453,1988-01-13
156.03500366210938,1988-01-14
159.8249969482422,1988-01-15
159.02499389648438,1988-01-18
158.00999450683594,1988-01-19
152.46499633789062,1988-01-20
152.9499969482422,1988-01-21
154.35499572753906,1988-01-22
157.05499267578125,1988-01-25
155.22999572753906,1988-01-26
155.4250030517578,1988-01-27
157.65499877929688,1988-01-28
159.1300048828125,1988-01-29
158.61500549316406,1988-02-01
158.97500610351562,1988-02-02
156.5800018310547,1988-02-03
157.3800048828125,1988-02-04
158.01499938964844,1988-02-05
157.875,1988-02-08
158.92999267578125,1988-02-09
162.24000549316406,1988-02-10
162.9550018310547,1988-02-11
163.93499755859375,1988-02-12
165.5399932861328,1988-02-16
165.80499267578125,1988-02-17
165.75,1988-02-18
167.0749969482422,1988-02-19
170.1999969482422,1988-02-22
171.28500366210938,1988-02-23
172.47500610351562,1988-02-24
170.78500366210938,1988-02-25
170.64500427246094,1988-02-26
172.63999938964844,1988-02-29
172.63499450683594,1988-03-01
175.11500549316406,1988-03-02
176.5,1988-03-03
177.38999938964844,1988-03-04
178.46499633789062,1988-03-07
179.625,1988-03-08
181.24000549316406,1988-03-09
178.43499755859375,1988-03-10
177.88999938964844,1988-03-11
179.2100067138672,1988-03-14
178.31500244140625,1988-03-15
180.4199981689453,1988-03-16
181.23500061035156,1988-03-17
181.03500366210938,1988-03-18
178.89999389648438,1988-03-21
180.01499938964844,1988-03-22
179.2449951171875,1988-03-23
174.76499938964844,1988-03-24
172.8800048828125,1988-03-25
172.83999633789062,1988-03-28
173.6649932861328,1988-03-29
172.1300048828125,1988-03-30
173.25999450683594,1988-03-31
171.40499877929688,1988-04-04
172.89500427246094,1988-04-05
176.60000610351562,1988-04-06
177.3300018310547,1988-04-07
178.92999267578125,1988-04-08
179.94000244140625,1988-04-11
180.10000610351562,1988-04-12
180.38499450683594,1988-04-13
173.27000427246094,1988-04-14
173.13499450683594,1988-04-15
173.5500030517578,1988-04-18
174.35499572753906,1988-04-19
172.93499755859375,1988-04-20
172.07000732421875,1988-04-21
173.32000732421875,1988-04-22
174.39999389648438,1988-04-25
176.7449951171875,1988-04-26
177.2100067138672,1988-04-27
176.72999572753906,1988-04-28
175.9199981689453,1988-04-29
176.7449951171875,1988-05-02
178.9949951171875,1988-05-03
178.625,1988-05-04
177.67999267578125,1988-05-05
177.17999267578125,1988-05-06
174.92999267578125,1988-05-09
174.32000732421875,1988-05-10
170.8000030517578,1988-05-11
171.7050018310547,1988-05-12
173.84500122070312,1988-05-13
174.98500061035156,1988-05-16
174.07000732421875,1988-05-17
170.28500366210938,1988-05-18
170.34500122070312,1988-05-19
169.88499450683594,1988-05-20
167.64999389648438,1988-05-23
169.2100067138672,1988-05-24
169.00999450683594,1988-05-25
169.85499572753906,1988-05-26
169.5850067138672,1988-05-27
173.34500122070312,1988-05-31
176.6750030517578,1988-06-01
176.4499969482422,1988-06-02
178.0050048828125,1988-06-03
179.7449951171875,1988-06-06
179.76499938964844,1988-06-07
183.01499938964844,1988-06-08
182.77499389648438,1988-06-09
184.28500366210938,1988-06-10
184.73500061035156,1988-06-13
185.77499389648438,1988-06-14
186.10499572753906,1988-06-15
184.5050048828125,1988-06-16
183.94000244140625,1988-06-17
183.19500732421875,1988-06-20
184.7899932861328,1988-06-21
186.97999572753906,1988-06-22
187.07000732421875,1988-06-23
187.35000610351562,1988-06-24
185.11500549316406,1988-06-27
188.19000244140625,1988-06-28
187.78500366210938,1988-06-29
189.02499389648438,1988-06-30
189.9550018310547,1988-07-01
191.90499877929688,1988-07-05
190.42999267578125,1988-07-06
189.38499450683594,1988-07-07
188.14500427246094,1988-07-08
187.68499755859375,1988-07-11
187.23500061035156,1988-07-12
188.1199951171875,1988-07-13
188.67999267578125,1988-07-14
188.50999450683594,1988-07-15
188.7949981689453,1988-07-18
185.77999877929688,1988-07-19
185.2550048828125,1988-07-20
182.40499877929688,1988-07-21
181.86000061035156,1988-07-22
181.58999633789062,1988-07-25
179.7050018310547,1988-07-26
177.3699951171875,1988-07-27
178.22000122070312,1988-07-28
181.16000366210938,1988-07-29
181.44000244140625,1988-08-01
180.53500366210938,1988-08-02
181.07000732421875,1988-08-03
181.1750030517578,1988-08-04
179.89500427246094,1988-08-05
179.81500244140625,1988-08-08
177.27000427246094,1988-08-09
172.67999267578125,1988-08-10
174.63499450683594,1988-08-11
173.7449951171875,1988-08-12
170.0850067138672,1988-08-15
172.64500427246094,1988-08-16
172.90499877929688,1988-08-17
173.5500030517578,1988-08-18
172.81500244140625,1988-08-19
169.89500427246094,1988-08-22
169.60499572753906,1988-08-23
171.9550018310547,1988-08-24
170.52999877929688,1988-08-25
170.97999572753906,1988-08-26
172.76499938964844,1988-08-29
172.36500549316406,1988-08-30
170.9949951171875,1988-08-31
168.22000122070312,1988-09-01
171.46499633789062,1988-09-02
171.93499755859375,1988-09-06
172.09500122070312,1988-09-07
172.96499633789062,1988-09-08
175.47999572753906,1988-09-09
175.59500122070312,1988-09-12
175.8699951171875,1988-09-13
176.97999572753906,1988-09-14
175.4149932861328,1988-09-15
176.64500427246094,1988-09-16
176.11000061035156,1988-09-19
176.80499267578125,1988-09-20
177.80499267578125,1988-09-21
178.27499389648438,1988-09-22
177.47500610351562,1988-09-23
175.8699951171875,1988-09-26
175.8000030517578,1988-09-27
177.05499267578125,1988-09-28
178.8249969482422,1988-09-29
179.36500549316406,1988-09-30
176.7899932861328,1988-10-03
176.2899932861328,1988-10-04
175.86000061035156,1988-10-05
176.23500061035156,1988-10-06
176.0,1988-10-07
174.93499755859375,1988-10-10
175.625,1988-10-11
173.2899932861328,1988-10-12
174.8350067138672,1988-10-13
175.3699951171875,1988-10-14
175.78500366210938,1988-10-17
176.99000549316406,1988-10-18
176.99000549316406,1988-10-19
180.36500549316406,1988-10-20
179.74000549316406,1988-10-21
178.41000366210938,1988-10-24
177.39999389648438,1988-10-25
176.35000610351562,1988-10-26
174.27999877929688,1988-10-27
174.88499450683594,1988-10-28
174.77999877929688,1988-10-31
174.59500122070312,1988-11-01
174.01499938964844,1988-11-02
174.25,1988-11-03
173.55999755859375,1988-11-04
171.33999633789062,1988-11-07
173.75,1988-11-08
173.4949951171875,1988-11-09
173.27499389648438,1988-11-10
169.24000549316406,1988-11-11
168.9550018310547,1988-11-14
168.10499572753906,1988-11-15
165.52499389648438,1988-11-16
166.2050018310547,1988-11-17
166.52499389648438,1988-11-18
163.81500244140625,1988-11-21
164.35000610351562,1988-11-22
167.19000244140625,1988-11-23
165.72000122070312,1988-11-25
165.9949951171875,1988-11-28
167.1699981689453,1988-11-29
169.18499755859375,1988-11-30
171.3300018310547,1988-12-01
171.61500549316406,1988-12-02
172.85499572753906,1988-12-05
174.01499938964844,1988-12-06
172.83999633789062,1988-12-07
171.88499450683594,1988-12-08
171.7949981689453,1988-12-09
171.11000061035156,1988-12-12
170.2550048828125,1988-12-13
170.8699951171875,1988-12-14
171.6199951171875,1988-12-15
174.01499938964844,1988-12-16
175.38999938964844,1988-12-19
175.0749969482422,1988-12-20
174.66000366210938,1988-12-21
174.75999450683594,1988-12-22
175.61000061035156,1988-12-23
175.22000122070312,1988-12-27
175.1300048828125,1988-12-28
176.67999267578125,1988-12-29
177.41000366210938,1988-12-30
174.625,1989-01-03
177.55999755859375,1989-01-04
177.48500061035156,1989-01-05
177.52000427246094,1989-01-06
177.64999389648438,1989-01-09
177.06500244140625,1989-01-10
177.59500122070312,1989-01-11
179.0,1989-01-12
179.10000610351562,1989-01-13
179.1999969482422,1989-01-16
177.08999633789062,1989-01-17
178.64500427246094,1989-01-18
180.57000732421875,1989-01-19
180.32000732421875,1989-01-20
178.2050018310547,1989-01-23
180.1750030517578,1989-01-24
181.55999755859375,1989-01-25
183.9949951171875,1989-01-26
183.5449981689453,1989-01-27
184.78500366210938,1989-01-30
186.47000122070312,1989-01-31
188.3699951171875,1989-02-01
189.86500549316406,1989-02-02
189.97500610351562,1989-02-03
189.46499633789062,1989-02-06
192.05499267578125,1989-02-07
190.0500030517578,1989-02-08
188.69000244140625,1989-02-09
185.7050018310547,1989-02-10
185.40499877929688,1989-02-13
185.6300048828125,1989-02-14
187.4149932861328,1989-02-15
187.8249969482422,1989-02-16
188.50999450683594,1989-02-17
188.1699981689453,1989-02-21
185.75999450683594,1989-02-22
186.47000122070312,1989-02-23
184.58999633789062,1989-02-24
183.81500244140625,1989-02-27
183.7899932861328,1989-02-28
183.60000610351562,1989-03-01
185.4600067138672,1989-03-02
185.81500244140625,1989-03-03
187.5050048828125,1989-03-06
186.6999969482422,1989-03-07
186.2550048828125,1989-03-08
185.35000610351562,1989-03-09
184.9949951171875,1989-03-10
185.8800048828125,1989-03-13
185.35499572753906,1989-03-14
185.36500549316406,1989-03-15
187.13499450683594,1989-03-16
182.00999450683594,1989-03-17
179.875,1989-03-20
182.0399932861328,1989-03-21
180.58999633789062,1989-03-22
181.0399932861328,1989-03-23
181.14500427246094,1989-03-27
182.01499938964844,1989-03-28
183.33999633789062,1989-03-29
184.36500549316406,1989-03-30
185.8699951171875,1989-03-31
185.8300018310547,1989-04-03
185.53500366210938,1989-04-04
186.08999633789062,1989-04-05
186.1999969482422,1989-04-06
188.39999389648438,1989-04-07
189.27499389648438,1989-04-10
190.91000366210938,1989-04-11
192.52999877929688,1989-04-12
191.8300018310547,1989-04-13
194.6300048828125,1989-04-14
194.58999633789062,1989-04-17
196.8300018310547,1989-04-18
198.07000732421875,1989-04-19
197.64999389648438,1989-04-20
198.86000061035156,1989-04-21
198.31500244140625,1989-04-24
197.24000549316406,1989-04-25
197.25,1989-04-26
199.57000732421875,1989-04-27
200.47000122070312,1989-04-28
200.75,1989-05-01
200.7449951171875,1989-05-02
201.5850067138672,1989-05-03
202.09500122070312,1989-05-04
203.44000244140625,1989-05-05
203.0399932861328,1989-05-08
202.68499755859375,1989-05-09
203.01499938964844,1989-05-10
203.51499938964844,1989-05-11
207.15499877929688,1989-05-12
208.89500427246094,1989-05-15
208.2550048828125,1989-05-16
210.72999572753906,1989-05-17
211.05999755859375,1989-05-18
212.61000061035156,1989-05-19
212.3699951171875,1989-05-22
210.625,1989-05-23
211.98500061035156,1989-05-24
212.83999633789062,1989-05-25
214.43499755859375,1989-05-26
213.58999633789062,1989-05-30
214.5449981689453,1989-05-31
215.58999633789062,1989-06-01
217.7899932861328,1989-06-02
213.39999389648438,1989-06-05
214.39500427246094,1989-06-06
219.8800048828125,1989-06-07
219.38999938964844,1989-06-08
218.7949981689453,1989-06-09
218.60000610351562,1989-06-12
216.5449981689453,1989-06-13
216.6649932861328,1989-06-14
213.08999633789062,1989-06-15
212.81500244140625,1989-06-16
212.28500366210938,1989-06-19
211.0399932861328,1989-06-20
210.91000366210938,1989-06-21
